Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_SUP-60050088-585312,OUTPATIENT,FEM OX JOURNEY II SZ8 RM/LL,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-585384,OUTPATIENT,CUP ATAB SHELL 0-H SZ D 50MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-585385,OUTPATIENT,STEM COLLARED STD OFFSET SZ 2,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585398,OUTPATIENT,STEM HMRL PRESS FIT PRIM 12MM,C1776,,278,"$9,300.00 ","$7,440.00 ","$7,626.00 ","$7,068.00 ","$6,975.00 ",,"$7,626.00 ","$6,975.00 ","$6,882.00 ","$5,208.00 ",,"$7,626.00 ","$7,068.00 ","$6,975.00 ","$5,487.00 ",,"$7,626.00 ","$7,068.00 ","$6,975.00 ","$7,626.00 ","$6,975.00 ","$6,882.00 ",,"$7,998.00 ",,"$8,184.00 ",,,"$5,859.00 ","$7,626.00 ","$7,254.00 ","$6,882.00 ",,"$7,068.00 ","$5,487.00 ","$5,208.00 ","$8,184.00 "
OP_SUP-60050088-585436,OUTPATIENT,STEM COLLAR STD OFFSET SZ 1,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585452,OUTPATIENT,INSRT FEM ATTUNE RT  SZ5 8MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-585465,OUTPATIENT,STEM REG NECK STD OFFSET SZ 3,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585466,OUTPATIENT,STEM REG NECK STD OFFSET SZ 4,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585475,OUTPATIENT,STEM LATERALIZED OFFSET SZ 2,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585486,OUTPATIENT,STEM COLLAR STD OFFSET SZ 5,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585487,OUTPATIENT,STEM COLLAR STD OFFSET SZ 6,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585488,OUTPATIENT,STEM COLLAR STD OFFSET SZ 7,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585489,OUTPATIENT,STEM COLLAR STD OFFSET SZ 8,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585495,OUTPATIENT,STEM COLLAR LAT OFFSET SZ 4,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585497,OUTPATIENT,STEM COLLAR LAT OFFSET SZ 6,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585498,OUTPATIENT,STEM COLLAR LAT OFFSET SZ 7,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585499,OUTPATIENT,STEM COLLAR LAT OFFSET SZ 8,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585522,OUTPATIENT,STEM SHRT NECK STD OFFSET SZ 2,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-585912,OUTPATIENT,BEARING HMRL OFST 36MM 3MM,C1776,,278,"$5,538.00 ","$4,430.40 ","$4,541.16 ","$4,208.88 ","$4,153.50 ",,"$4,541.16 ","$4,153.50 ","$4,098.12 ","$3,101.28 ",,"$4,541.16 ","$4,208.88 ","$4,153.50 ","$3,267.42 ",,"$4,541.16 ","$4,208.88 ","$4,153.50 ","$4,541.16 ","$4,153.50 ","$4,098.12 ",,"$4,762.68 ",,"$4,873.44 ",,,"$3,488.94 ","$4,541.16 ","$4,319.64 ","$4,098.12 ",,"$4,208.88 ","$3,267.42 ","$3,101.28 ","$4,873.44 "
OP_SUP-60050088-585977,OUTPATIENT,BASEPLATE TIB JOURNEY RT SZ5,C1776,,278,"$5,700.00 ","$4,560.00 ","$4,674.00 ","$4,332.00 ","$4,275.00 ",,"$4,674.00 ","$4,275.00 ","$4,218.00 ","$3,192.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$3,363.00 ",,"$4,674.00 ","$4,332.00 ","$4,275.00 ","$4,674.00 ","$4,275.00 ","$4,218.00 ",,"$4,902.00 ",,"$5,016.00 ",,,"$3,591.00 ","$4,674.00 ","$4,446.00 ","$4,218.00 ",,"$4,332.00 ","$3,363.00 ","$3,192.00 ","$5,016.00 "
OP_SUP-60050088-586049,OUTPATIENT,STEM COLLAR STD OFFSET SZ 4,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-586054,OUTPATIENT,INSRT TIB AOX LFT AOX 5 5MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-586055,OUTPATIENT,INSRT TIB AOX LFT AOX 5 6MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-586116,OUTPATIENT,INSRT TIB ATTUNE RT SZ5 5MM,C1776,,278,"$9,510.00 ","$7,608.00 ","$7,798.20 ","$7,227.60 ","$7,132.50 ",,"$7,798.20 ","$7,132.50 ","$7,037.40 ","$5,325.60 ",,"$7,798.20 ","$7,227.60 ","$7,132.50 ","$5,610.90 ",,"$7,798.20 ","$7,227.60 ","$7,132.50 ","$7,798.20 ","$7,132.50 ","$7,037.40 ",,"$8,178.60 ",,"$8,368.80 ",,,"$5,991.30 ","$7,798.20 ","$7,417.80 ","$7,037.40 ",,"$7,227.60 ","$5,610.90 ","$5,325.60 ","$8,368.80 "
OP_SUP-60050088-586380,OUTPATIENT,SPACER LIF TI 10X22X60MM 10DEG,C1776,,278,"$24,800.00 ","$19,840.00 ","$20,336.00 ","$18,848.00 ","$18,600.00 ",,"$20,336.00 ","$18,600.00 ","$18,352.00 ","$13,888.00 ",,"$20,336.00 ","$18,848.00 ","$18,600.00 ","$14,632.00 ",,"$20,336.00 ","$18,848.00 ","$18,600.00 ","$20,336.00 ","$18,600.00 ","$18,352.00 ",,"$21,328.00 ",,"$21,824.00 ",,,"$15,624.00 ","$20,336.00 ","$19,344.00 ","$18,352.00 ",,"$18,848.00 ","$14,632.00 ","$13,888.00 ","$21,824.00 "
OP_SUP-60050088-586400,OUTPATIENT,CUP ATAB SHELL 0-H SZ E 52MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-586401,OUTPATIENT,STEM COLLARED LAT OFFSET SZ 3,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-586436,OUTPATIENT,INSRT PERFORM SZ3/4 42MM PLUS3,C1776,,278,"$10,500.00 ","$8,400.00 ","$8,610.00 ","$7,980.00 ","$7,875.00 ",,"$8,610.00 ","$7,875.00 ","$7,770.00 ","$5,880.00 ",,"$8,610.00 ","$7,980.00 ","$7,875.00 ","$6,195.00 ",,"$8,610.00 ","$7,980.00 ","$7,875.00 ","$8,610.00 ","$7,875.00 ","$7,770.00 ",,"$9,030.00 ",,"$9,240.00 ",,,"$6,615.00 ","$8,610.00 ","$8,190.00 ","$7,770.00 ",,"$7,980.00 ","$6,195.00 ","$5,880.00 ","$9,240.00 "
OP_SUP-60050088-586532,OUTPATIENT,STEM COLLAR STD OFFSET SZ 3,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-586570,OUTPATIENT,INSRT TIB ATTUNE LFT SZ6 10MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-586582,OUTPATIENT,LNR OFST 4MM SZ G PE HC 36MM,C1776,,278,"$10,350.01 ","$8,280.01 ","$8,487.01 ","$7,866.01 ","$7,762.51 ",,"$8,487.01 ","$7,762.51 ","$7,659.01 ","$5,796.01 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$6,106.51 ",,"$8,487.01 ","$7,866.01 ","$7,762.51 ","$8,487.01 ","$7,762.51 ","$7,659.01 ",,"$8,901.01 ",,"$9,108.01 ",,,"$6,520.51 ","$8,487.01 ","$8,073.01 ","$7,659.01 ",,"$7,866.01 ","$6,106.51 ","$5,796.01 ","$9,108.01 "
OP_SUP-60050088-586677,OUTPATIENT,INSRT TIB ATTUNE RT SZ7 6MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-586681,OUTPATIENT,INSRT FEM ATTUNE RT SZ4 7MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-586755,OUTPATIENT,INSRT TIB MS RT SZ 7 5MM,C1776,,278,"$9,519.00 ","$7,615.20 ","$7,805.58 ","$7,234.44 ","$7,139.25 ",,"$7,805.58 ","$7,139.25 ","$7,044.06 ","$5,330.64 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$5,616.21 ",,"$7,805.58 ","$7,234.44 ","$7,139.25 ","$7,805.58 ","$7,139.25 ","$7,044.06 ",,"$8,186.34 ",,"$8,376.72 ",,,"$5,996.97 ","$7,805.58 ","$7,424.82 ","$7,044.06 ",,"$7,234.44 ","$5,616.21 ","$5,330.64 ","$8,376.72 "
OP_SUP-60050088-586807,OUTPATIENT,CUP ATAB SHELL 0-H SZ E 54MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-586808,OUTPATIENT,CUP ATAB SHELL 0-H SZ F 58MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-586810,OUTPATIENT,CUP ATAB SHELL 0-H SZ G 60MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-586814,OUTPATIENT,CUP ATAB SHELL 0-H SZ G 64MM,C1776,,278,"$7,800.00 ","$6,240.00 ","$6,396.00 ","$5,928.00 ","$5,850.00 ",,"$6,396.00 ","$5,850.00 ","$5,772.00 ","$4,368.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$4,602.00 ",,"$6,396.00 ","$5,928.00 ","$5,850.00 ","$6,396.00 ","$5,850.00 ","$5,772.00 ",,"$6,708.00 ",,"$6,864.00 ",,,"$4,914.00 ","$6,396.00 ","$6,084.00 ","$5,772.00 ",,"$5,928.00 ","$4,602.00 ","$4,368.00 ","$6,864.00 "
OP_SUP-60050088-586920,OUTPATIENT,STEM SMS SLD COLLAR LAT SZ 6,C1776,,278,"$14,000.00 ","$11,200.00 ","$11,480.00 ","$10,640.00 ","$10,500.00 ",,"$11,480.00 ","$10,500.00 ","$10,360.00 ","$7,840.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$8,260.00 ",,"$11,480.00 ","$10,640.00 ","$10,500.00 ","$11,480.00 ","$10,500.00 ","$10,360.00 ",,"$12,040.00 ",,"$12,320.00 ",,,"$8,820.00 ","$11,480.00 ","$10,920.00 ","$10,360.00 ",,"$10,640.00 ","$8,260.00 ","$7,840.00 ","$12,320.00 "
OP_SUP-60050088-587037,OUTPATIENT,CONN ASHCOM RVRS SHLD,C1776,,278,"$4,794.00 ","$3,835.20 ","$3,931.08 ","$3,643.44 ","$3,595.50 ",,"$3,931.08 ","$3,595.50 ","$3,547.56 ","$2,684.64 ",,"$3,931.08 ","$3,643.44 ","$3,595.50 ","$2,828.46 ",,"$3,931.08 ","$3,643.44 ","$3,595.50 ","$3,931.08 ","$3,595.50 ","$3,547.56 ",,"$4,122.84 ",,"$4,218.72 ",,,"$3,020.22 ","$3,931.08 ","$3,739.32 ","$3,547.56 ",,"$3,643.44 ","$2,828.46 ","$2,684.64 ","$4,218.72 "
