Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem CalPERS EPO,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000008-ERX50000955,OUTPATIENT,LEVOFLOXACIN 5MG/ML,J1956,,250,$30.80 ,$24.64 ,$26.49 ,$26.49 ,$26.49 ,,$26.18 ,$26.18 ,$25.26 ,$26.18 ,$26.18 ,,$26.18 ,$26.18 ,$26.18 ,$26.18 ,,$28.64 ,$28.64 ,$28.64 ,$27.72 ,$27.72 ,$27.72 ,,$27.72 ,,$27.72 ,,,$27.72 ,$27.72 ,$27.72 ,,$27.72 ,$27.72 ,$25.26 ,$28.64 
OP_RX-81000008-ERX50000957,OUTPATIENT,CIPROFLOXACIN 2MG/ML,J0744,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
OP_RX-81000008-ERX50001064,OUTPATIENT,"AMPICILLIN 1,000MG/50ML SOLN",J0290,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,$5.17 ,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$5.17 ,$34.88 
OP_RX-81000008-ERX50001066,OUTPATIENT,"AMPICILLIN 2,000MG/100ML",J0290,,250,$18.75 ,$15.00 ,$16.13 ,$16.13 ,$16.13 ,,$15.94 ,$15.94 ,$15.38 ,$15.94 ,$15.94 ,,$15.94 ,$15.94 ,$15.94 ,$15.94 ,,$17.44 ,$17.44 ,$17.44 ,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,,$16.88 ,$5.17 ,,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,$16.88 ,$5.17 ,$17.44 
OP_RX-81000008-ERX50001068,OUTPATIENT,AMPICILLIN/SULBACTAM 1.5G/50ML SOLN,J0295,,250,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$61.50 ,$69.75 
OP_RX-81000008-ERX50001070,OUTPATIENT,AMPICILLIN/SULBACTAM 3G/100ML SOLN,J0295,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
OP_RX-81000008-ERX50001074,OUTPATIENT,AZITHROMYCIN 500MG/250ML SOLR,J0456,,250,$77.00 ,$61.60 ,$66.22 ,$66.22 ,$66.22 ,,$65.45 ,$65.45 ,$63.14 ,$65.45 ,$65.45 ,,$65.45 ,$65.45 ,$65.45 ,$65.45 ,,$71.61 ,$71.61 ,$71.61 ,$69.30 ,$69.30 ,$69.30 ,,$69.30 ,,$69.30 ,$7.09 ,,$69.30 ,$69.30 ,$69.30 ,,$69.30 ,$69.30 ,$7.09 ,$71.61 
OP_RX-81000008-ERX50001078,OUTPATIENT,"CEFAZOLIN 1,000MG/50ML SOLN",J0690,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,$5.23 ,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$5.23 ,$34.88 
OP_RX-81000008-ERX50001084,OUTPATIENT,CEFOXITIN 1000MG/50ML,J0694,,636,$12.62 ,$10.10 ,$10.85 ,$10.85 ,$10.85 ,,$10.73 ,$10.73 ,$10.35 ,$10.73 ,$10.73 ,,$10.73 ,$10.73 ,$10.73 ,$10.73 ,,$11.74 ,$11.74 ,$11.74 ,$11.36 ,$11.36 ,$11.36 ,,$11.36 ,,$11.36 ,$9.14 ,,$11.36 ,$11.36 ,$11.36 ,,$11.36 ,$11.36 ,$9.14 ,$11.74 
OP_RX-81000008-ERX50001085,OUTPATIENT,CEFOXITIN 2G,J0694,44567-246-25,636,$83.79 ,$67.03 ,$72.06 ,$72.06 ,$72.06 ,,$71.22 ,$71.22 ,$68.71 ,$71.22 ,$71.22 ,,$71.22 ,$71.22 ,$71.22 ,$71.22 ,,$77.92 ,$77.92 ,$77.92 ,$75.41 ,$75.41 ,$75.41 ,,$75.41 ,,$75.41 ,$9.14 ,,$75.41 ,$75.41 ,$75.41 ,,$75.41 ,$75.41 ,$9.14 ,$77.92 
OP_RX-81000008-ERX50001086,OUTPATIENT,CEFOXITIN 2000MG/100ML SOLN,J0694,,250,$83.79 ,$67.03 ,$72.06 ,$72.06 ,$72.06 ,,$71.22 ,$71.22 ,$68.71 ,$71.22 ,$71.22 ,,$71.22 ,$71.22 ,$71.22 ,$71.22 ,,$77.92 ,$77.92 ,$77.92 ,$75.41 ,$75.41 ,$75.41 ,,$75.41 ,,$75.41 ,$9.14 ,,$75.41 ,$75.41 ,$75.41 ,,$75.41 ,$75.41 ,$9.14 ,$77.92 
OP_RX-81000008-ERX50001088,OUTPATIENT,"CEFTAZIDIME 1,000MG/50ML SOLN",J0713,0409-5082-16,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
OP_RX-81000008-ERX50001090,OUTPATIENT,"CEFTAZIDIME 2,000MG/100ML SOLN",J0713,,250,$23.10 ,$18.48 ,$19.87 ,$19.87 ,$19.87 ,,$19.64 ,$19.64 ,$18.94 ,$19.64 ,$19.64 ,,$19.64 ,$19.64 ,$19.64 ,$19.64 ,,$21.48 ,$21.48 ,$21.48 ,$20.79 ,$20.79 ,$20.79 ,,$20.79 ,,$20.79 ,,,$20.79 ,$20.79 ,$20.79 ,,$20.79 ,$20.79 ,$18.94 ,$21.48 
OP_RX-81000008-ERX50001094,OUTPATIENT,CEFTRIAXONE 500MG/50ML SOLN,J0696,,636,$5.38 ,$4.30 ,$4.63 ,$4.63 ,$4.63 ,,$4.57 ,$4.57 ,$4.41 ,$4.57 ,$4.57 ,,$4.57 ,$4.57 ,$4.57 ,$4.57 ,,$5.00 ,$5.00 ,$5.00 ,$4.84 ,$4.84 ,$4.84 ,,$4.84 ,,$4.84 ,$4.94 ,,$4.84 ,$4.84 ,$4.84 ,,$4.84 ,$4.84 ,$4.41 ,$5.00 
OP_RX-81000008-ERX50001095,OUTPATIENT,CEFTRIAXONE 1G,J0696,,250,$18.75 ,$15.00 ,$16.13 ,$16.13 ,$16.13 ,,$15.94 ,$15.94 ,$15.38 ,$15.94 ,$15.94 ,,$15.94 ,$15.94 ,$15.94 ,$15.94 ,,$17.44 ,$17.44 ,$17.44 ,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,,$16.88 ,$4.94 ,,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,$16.88 ,$4.94 ,$17.44 
OP_RX-81000008-ERX50001096,OUTPATIENT,CEFTRIAXONE 1G/50ML SOLN,J0696,0409-7332-01,636,$18.75 ,$15.00 ,$16.13 ,$16.13 ,$16.13 ,,$15.94 ,$15.94 ,$15.38 ,$15.94 ,$15.94 ,,$15.94 ,$15.94 ,$15.94 ,$15.94 ,,$17.44 ,$17.44 ,$17.44 ,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,,$16.88 ,$4.94 ,,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,$16.88 ,$4.94 ,$17.44 
OP_RX-81000008-ERX50001097,OUTPATIENT,CEFTRIAXONE 2G,J0696,0409-7335-03,636,$9.38 ,$7.50 ,$8.07 ,$8.07 ,$8.07 ,,$7.97 ,$7.97 ,$7.69 ,$7.97 ,$7.97 ,,$7.97 ,$7.97 ,$7.97 ,$7.97 ,,$8.72 ,$8.72 ,$8.72 ,$8.44 ,$8.44 ,$8.44 ,,$8.44 ,,$8.44 ,$4.94 ,,$8.44 ,$8.44 ,$8.44 ,,$8.44 ,$8.44 ,$4.94 ,$8.72 
OP_RX-81000008-ERX50001098,OUTPATIENT,CEFTRIAXONE 2G/100ML SOLN,J0696,0409-7335-03,250,$9.38 ,$7.50 ,$8.07 ,$8.07 ,$8.07 ,,$7.97 ,$7.97 ,$7.69 ,$7.97 ,$7.97 ,,$7.97 ,$7.97 ,$7.97 ,$7.97 ,,$8.72 ,$8.72 ,$8.72 ,$8.44 ,$8.44 ,$8.44 ,,$8.44 ,,$8.44 ,$4.94 ,,$8.44 ,$8.44 ,$8.44 ,,$8.44 ,$8.44 ,$4.94 ,$8.72 
OP_RX-81000008-ERX50001111,OUTPATIENT,"MEROPENEM 1,000MG",J2185,,250,$15.40 ,$12.32 ,$13.24 ,$13.24 ,$13.24 ,,$13.09 ,$13.09 ,$12.63 ,$13.09 ,$13.09 ,,$13.09 ,$13.09 ,$13.09 ,$13.09 ,,$14.32 ,$14.32 ,$14.32 ,$13.86 ,$13.86 ,$13.86 ,,$13.86 ,,$13.86 ,,,$13.86 ,$13.86 ,$13.86 ,,$13.86 ,$13.86 ,$12.63 ,$14.32 
OP_RX-81000008-ERX50001112,OUTPATIENT,"MEROPENEM 1,000MG/100ML SOLN",J2185,,250,$33.80 ,$27.04 ,$29.07 ,$29.07 ,$29.07 ,,$28.73 ,$28.73 ,$27.72 ,$28.73 ,$28.73 ,,$28.73 ,$28.73 ,$28.73 ,$28.73 ,,$31.43 ,$31.43 ,$31.43 ,$30.42 ,$30.42 ,$30.42 ,,$30.42 ,,$30.42 ,,,$30.42 ,$30.42 ,$30.42 ,,$30.42 ,$30.42 ,$27.72 ,$31.43 
OP_RX-81000008-ERX50001126,OUTPATIENT,PIPERACILLIN/TAZOBACTAM 2.25G/100ML,J2543,,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
OP_RX-81000008-ERX50001128,OUTPATIENT,PIPERACILLIN/TAZOBACTAM 3.375G/100ML,J2543,,250,$43.08 ,$34.46 ,$37.05 ,$37.05 ,$37.05 ,,$36.62 ,$36.62 ,$35.33 ,$36.62 ,$36.62 ,,$36.62 ,$36.62 ,$36.62 ,$36.62 ,,$40.06 ,$40.06 ,$40.06 ,$38.77 ,$38.77 ,$38.77 ,,$38.77 ,,$38.77 ,,,$38.77 ,$38.77 ,$38.77 ,,$38.77 ,$38.77 ,$35.33 ,$40.06 
OP_RX-81000008-ERX50001129,OUTPATIENT,PIPERACILLIN/TAZOBACTAM 4.5G,J2543,,250,$32.74 ,$26.19 ,$28.16 ,$28.16 ,$28.16 ,,$27.83 ,$27.83 ,$26.85 ,$27.83 ,$27.83 ,,$27.83 ,$27.83 ,$27.83 ,$27.83 ,,$30.45 ,$30.45 ,$30.45 ,$29.47 ,$29.47 ,$29.47 ,,$29.47 ,,$29.47 ,,,$29.47 ,$29.47 ,$29.47 ,,$29.47 ,$29.47 ,$26.85 ,$30.45 
OP_RX-81000008-ERX50001130,OUTPATIENT,PIPERACILLIN/TAZOBACTAM 4.5G/100ML,J2543,,250,$40.93 ,$32.74 ,$35.20 ,$35.20 ,$35.20 ,,$34.79 ,$34.79 ,$33.56 ,$34.79 ,$34.79 ,,$34.79 ,$34.79 ,$34.79 ,$34.79 ,,$38.06 ,$38.06 ,$38.06 ,$36.84 ,$36.84 ,$36.84 ,,$36.84 ,,$36.84 ,,,$36.84 ,$36.84 ,$36.84 ,,$36.84 ,$36.84 ,$33.56 ,$38.06 
OP_RX-81000008-ERX50001134,OUTPATIENT,VANCOMYCIN 500MG/100ML SOLR,J3370,,636,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,$7.24 ,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$7.24 ,$69.75 
OP_RX-81000008-ERX50001238,OUTPATIENT,HEPARIN PF 100 UNITS/ML,J1642,8290-306424,636,$0.25 ,$0.20 ,$0.22 ,$0.22 ,$0.22 ,,$0.21 ,$0.21 ,$0.21 ,$0.21 ,$0.21 ,,$0.21 ,$0.21 ,$0.21 ,$0.21 ,,$0.23 ,$0.23 ,$0.23 ,$0.23 ,$0.23 ,$0.23 ,,$0.23 ,,$0.23 ,$4.48 ,,$0.23 ,$0.23 ,$0.23 ,,$0.23 ,$0.23 ,$0.21 ,$4.48 
OP_RX-81000008-ERX50001342,OUTPATIENT,PROPOFOL 10MG/ML,J2704,,636,$3.95 ,$3.16 ,$3.40 ,$3.40 ,$3.40 ,,$3.36 ,$3.36 ,$3.24 ,$3.36 ,$3.36 ,,$3.36 ,$3.36 ,$3.36 ,$3.36 ,,$3.67 ,$3.67 ,$3.67 ,$3.56 ,$3.56 ,$3.56 ,,$3.56 ,,$3.56 ,$4.60 ,,$3.56 ,$3.56 ,$3.56 ,,$3.56 ,$3.56 ,$3.24 ,$4.60 
OP_RX-81000008-ERX50001409,OUTPATIENT,ROPIVACAINE PF 2MG/ML (0.2%),J2795,,250,$1.70 ,$1.36 ,$1.46 ,$1.46 ,$1.46 ,,$1.45 ,$1.45 ,$1.39 ,$1.45 ,$1.45 ,,$1.45 ,$1.45 ,$1.45 ,$1.45 ,,$1.58 ,$1.58 ,$1.58 ,$1.53 ,$1.53 ,$1.53 ,,$1.53 ,,$1.53 ,,,$1.53 ,$1.53 ,$1.53 ,,$1.53 ,$1.53 ,$1.39 ,$1.58 
OP_RX-81000008-ERX50001530,OUTPATIENT,CEFEPIME 2G,J0692,60505-6147-0,250,$65.59 ,$52.47 ,$56.41 ,$56.41 ,$56.41 ,,$55.75 ,$55.75 ,$53.78 ,$55.75 ,$55.75 ,,$55.75 ,$55.75 ,$55.75 ,$55.75 ,,$61.00 ,$61.00 ,$61.00 ,$59.03 ,$59.03 ,$59.03 ,,$59.03 ,,$59.03 ,,,$59.03 ,$59.03 ,$59.03 ,,$59.03 ,$59.03 ,$53.78 ,$61.00 
OP_RX-81000008-ERX50001735,OUTPATIENT,FENTANYL PF 50MCG/ML,J3010,,250,$18.00 ,$14.40 ,$15.48 ,$15.48 ,$15.48 ,,$15.30 ,$15.30 ,$14.76 ,$15.30 ,$15.30 ,,$15.30 ,$15.30 ,$15.30 ,$15.30 ,,$16.74 ,$16.74 ,$16.74 ,$16.20 ,$16.20 ,$16.20 ,,$16.20 ,,$16.20 ,$5.13 ,,$16.20 ,$16.20 ,$16.20 ,,$16.20 ,$16.20 ,$5.13 ,$16.74 
OP_RX-81000008-ERX50001830,OUTPATIENT,PROMETHAZINE 25MG/ML SOLN,J2550,,250,$75.00 ,$60.00 ,$64.50 ,$64.50 ,$64.50 ,,$63.75 ,$63.75 ,$61.50 ,$63.75 ,$63.75 ,,$63.75 ,$63.75 ,$63.75 ,$63.75 ,,$69.75 ,$69.75 ,$69.75 ,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,,$67.50 ,$6.82 ,,$67.50 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$6.82 ,$69.75 
OP_RX-81000008-ERX50001836,OUTPATIENT,ALTEPLASE 50MG,J2997,50242-044-13,636,$380.18 ,$304.14 ,$326.95 ,$326.95 ,$326.95 ,$87.75 ,$323.15 ,$323.15 ,$311.75 ,$323.15 ,$323.15 ,$87.75 ,$323.15 ,$323.15 ,$323.15 ,$323.15 ,$87.75 ,$353.57 ,$353.57 ,$353.57 ,$342.16 ,$342.16 ,$342.16 ,$87.75 ,$342.16 ,$87.75 ,$342.16 ,$92.13 ,$87.75 ,$342.16 ,$342.16 ,$342.16 ,$87.75 ,$342.16 ,$342.16 ,$87.75 ,$353.57 
OP_RX-81000008-ERX50001838,OUTPATIENT,ALTEPLASE 100MG,J2997,,250,$183.06 ,$146.45 ,$157.43 ,$157.43 ,$157.43 ,$87.75 ,$155.60 ,$155.60 ,$150.11 ,$155.60 ,$155.60 ,$87.75 ,$155.60 ,$155.60 ,$155.60 ,$155.60 ,$87.75 ,$170.25 ,$170.25 ,$170.25 ,$164.75 ,$164.75 ,$164.75 ,$87.75 ,$164.75 ,$87.75 ,$164.75 ,$92.13 ,$87.75 ,$164.75 ,$164.75 ,$164.75 ,$87.75 ,$164.75 ,$164.75 ,$87.75 ,$170.25 
OP_RX-81000008-ERX50001959,OUTPATIENT,ENOXAPARIN 10MG/0.1ML SOLN,J1650,0075-0620-40,250,$18.75 ,$15.00 ,$16.13 ,$16.13 ,$16.13 ,,$15.94 ,$15.94 ,$15.38 ,$15.94 ,$15.94 ,,$15.94 ,$15.94 ,$15.94 ,$15.94 ,,$17.44 ,$17.44 ,$17.44 ,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,,$16.88 ,$5.26 ,,$16.88 ,$16.88 ,$16.88 ,,$16.88 ,$16.88 ,$5.26 ,$17.44 
OP_RX-81000008-ERX50002945,OUTPATIENT,AMIODARONE 1.5MG/ML,J0282,43066-150-10,250,$54.08 ,$43.26 ,$46.51 ,$46.51 ,$46.51 ,,$45.97 ,$45.97 ,$44.35 ,$45.97 ,$45.97 ,,$45.97 ,$45.97 ,$45.97 ,$45.97 ,,$50.29 ,$50.29 ,$50.29 ,$48.67 ,$48.67 ,$48.67 ,,$48.67 ,,$48.67 ,,,$48.67 ,$48.67 ,$48.67 ,,$48.67 ,$48.67 ,$44.35 ,$50.29 
OP_RX-81000008-ERX50002955,OUTPATIENT,NOREPINEPHRINE (LEVOPHED) 8MG IN D5W 250ML 32MCG/ML,J3490,,250,$378.63 ,$302.90 ,$325.62 ,$325.62 ,$325.62 ,,$321.84 ,$321.84 ,$310.48 ,$321.84 ,$321.84 ,,$321.84 ,$321.84 ,$321.84 ,$321.84 ,,$352.13 ,$352.13 ,$352.13 ,$340.77 ,$340.77 ,$340.77 ,,$340.77 ,,$340.77 ,,,$340.77 ,$340.77 ,$340.77 ,,$340.77 ,$340.77 ,$310.48 ,$352.13 
OP_RX-81000008-ERX50003043,OUTPATIENT,FENTANYL 10MCG/ML SOLN,J3010,,636,$3.85 ,$3.08 ,$3.31 ,$3.31 ,$3.31 ,,$3.27 ,$3.27 ,$3.16 ,$3.27 ,$3.27 ,,$3.27 ,$3.27 ,$3.27 ,$3.27 ,,$3.58 ,$3.58 ,$3.58 ,$3.47 ,$3.47 ,$3.47 ,,$3.47 ,,$3.47 ,$5.13 ,,$3.47 ,$3.47 ,$3.47 ,,$3.47 ,$3.47 ,$3.16 ,$5.13 
OP_RX-81000008-ERX50003166,OUTPATIENT,ROPIVACAINE PF 0.2%,J2795,,250,$0.88 ,$0.70 ,$0.76 ,$0.76 ,$0.76 ,,$0.75 ,$0.75 ,$0.72 ,$0.75 ,$0.75 ,,$0.75 ,$0.75 ,$0.75 ,$0.75 ,,$0.82 ,$0.82 ,$0.82 ,$0.79 ,$0.79 ,$0.79 ,,$0.79 ,,$0.79 ,,,$0.79 ,$0.79 ,$0.79 ,,$0.79 ,$0.79 ,$0.72 ,$0.82 
OP_RX-81000008-ERX50003177,OUTPATIENT,MEROPENEM 500MG SOLN,J2185,63323-507-20,250,$15.00 ,$12.00 ,$12.90 ,$12.90 ,$12.90 ,,$12.75 ,$12.75 ,$12.30 ,$12.75 ,$12.75 ,,$12.75 ,$12.75 ,$12.75 ,$12.75 ,,$13.95 ,$13.95 ,$13.95 ,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,,$13.50 ,,,$13.50 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$12.30 ,$13.95 
OP_RX-81000008-ERX50003187,OUTPATIENT,CEFEPIME 1000MG/50ML SOLN,J0692,60505-6146-0,250,$37.50 ,$30.00 ,$32.25 ,$32.25 ,$32.25 ,,$31.88 ,$31.88 ,$30.75 ,$31.88 ,$31.88 ,,$31.88 ,$31.88 ,$31.88 ,$31.88 ,,$34.88 ,$34.88 ,$34.88 ,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,,$33.75 ,,,$33.75 ,$33.75 ,$33.75 ,,$33.75 ,$33.75 ,$30.75 ,$34.88 
OP_RX-81000008-ERX50003188,OUTPATIENT,CEFEPIME 2000MG/100ML SOLN,J0692,60505-6147-0,636,$65.59 ,$52.47 ,$56.41 ,$56.41 ,$56.41 ,,$55.75 ,$55.75 ,$53.78 ,$55.75 ,$55.75 ,,$55.75 ,$55.75 ,$55.75 ,$55.75 ,,$61.00 ,$61.00 ,$61.00 ,$59.03 ,$59.03 ,$59.03 ,,$59.03 ,,$59.03 ,,,$59.03 ,$59.03 ,$59.03 ,,$59.03 ,$59.03 ,$53.78 ,$61.00 
OP_RX-81000008-ERX50003213,OUTPATIENT,"ERTAPENEM 1,000MG/50ML SOLN",J1335,55150-282-20,636,$312.00 ,$249.60 ,$268.32 ,$268.32 ,$268.32 ,,$265.20 ,$265.20 ,$255.84 ,$265.20 ,$265.20 ,,$265.20 ,$265.20 ,$265.20 ,$265.20 ,,$290.16 ,$290.16 ,$290.16 ,$280.80 ,$280.80 ,$280.80 ,,$280.80 ,,$280.80 ,$28.94 ,,$280.80 ,$280.80 ,$280.80 ,,$280.80 ,$280.80 ,$28.94 ,$290.16 
OP_RX-81000008-ERX50003246,OUTPATIENT,LIDOCAINE 20MG/ML SOLN 5 ML SYRINGE,J2001,0409-4903-34,636,$7.50 ,$6.00 ,$6.45 ,$6.45 ,$6.45 ,,$6.38 ,$6.38 ,$6.15 ,$6.38 ,$6.38 ,,$6.38 ,$6.38 ,$6.38 ,$6.38 ,,$6.98 ,$6.98 ,$6.98 ,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,,$6.75 ,$4.49 ,,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$4.49 ,$6.98 
OP_RX-81000008-ERX50003248,OUTPATIENT,ATROPINE 1MG/ML SOLN,J0461,,250,$7.50 ,$6.00 ,$6.45 ,$6.45 ,$6.45 ,,$6.38 ,$6.38 ,$6.15 ,$6.38 ,$6.38 ,,$6.38 ,$6.38 ,$6.38 ,$6.38 ,,$6.98 ,$6.98 ,$6.98 ,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,,$6.75 ,$4.55 ,,$6.75 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$4.55 ,$6.98 
OP_RX-81000008-ERX50003257,OUTPATIENT,PROPOFOL 10MG/ML,J2704,,250,$10.71 ,$8.57 ,$9.21 ,$9.21 ,$9.21 ,,$9.10 ,$9.10 ,$8.78 ,$9.10 ,$9.10 ,,$9.10 ,$9.10 ,$9.10 ,$9.10 ,,$9.96 ,$9.96 ,$9.96 ,$9.64 ,$9.64 ,$9.64 ,,$9.64 ,,$9.64 ,$4.60 ,,$9.64 ,$9.64 ,$9.64 ,,$9.64 ,$9.64 ,$4.60 ,$9.96 
OP_RX-81000008-ERX50003259,OUTPATIENT,MIDAZOLAM 1MG/ML SOLN,J2250,0641-6057-25,636,$1.00 ,$0.80 ,$0.86 ,$0.86 ,$0.86 ,,$0.85 ,$0.85 ,$0.82 ,$0.85 ,$0.85 ,,$0.85 ,$0.85 ,$0.85 ,$0.85 ,,$0.93 ,$0.93 ,$0.93 ,$0.90 ,$0.90 ,$0.90 ,,$0.90 ,,$0.90 ,$4.57 ,,$0.90 ,$0.90 ,$0.90 ,,$0.90 ,$0.90 ,$0.82 ,$4.57 
OP_RX-81000008-ERX50003263,OUTPATIENT,SUCCINYLCHOLINE 20MG/ML SOLN 10 ML VIAL,J0330,0409-6629-02,250,$16.28 ,$13.02 ,$14.00 ,$14.00 ,$14.00 ,,$13.84 ,$13.84 ,$13.35 ,$13.84 ,$13.84 ,,$13.84 ,$13.84 ,$13.84 ,$13.84 ,,$15.14 ,$15.14 ,$15.14 ,$14.65 ,$14.65 ,$14.65 ,,$14.65 ,,$14.65 ,$6.30 ,,$14.65 ,$14.65 ,$14.65 ,,$14.65 ,$14.65 ,$6.30 ,$15.14 
OP_RX-81000008-ERX50003478,OUTPATIENT,DILTIAZEM 1MG/ML,J3490,0409-4350-13,250,$112.77 ,$90.22 ,$96.98 ,$96.98 ,$96.98 ,,$95.85 ,$95.85 ,$92.47 ,$95.85 ,$95.85 ,,$95.85 ,$95.85 ,$95.85 ,$95.85 ,,$104.88 ,$104.88 ,$104.88 ,$101.49 ,$101.49 ,$101.49 ,,$101.49 ,,$101.49 ,,,$101.49 ,$101.49 ,$101.49 ,,$101.49 ,$101.49 ,$92.47 ,$104.88 
OP_RX-81000008-ERX50003645,OUTPATIENT,PANTOPRAZOLE 80MG SOLR,C9113,,636,$59.50 ,$47.60 ,$51.17 ,$51.17 ,$51.17 ,,$50.58 ,$50.58 ,$48.79 ,$50.58 ,$50.58 ,,$50.58 ,$50.58 ,$50.58 ,$50.58 ,,$55.34 ,$55.34 ,$55.34 ,$53.55 ,$53.55 ,$53.55 ,,$53.55 ,,$53.55 ,,,$53.55 ,$53.55 ,$53.55 ,,$53.55 ,$53.55 ,$48.79 ,$55.34 
