Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_SUP-60050153-491086,OUTPATIENT,BIT DRILL LOKG 3.1X216MM SHORT,Z7610,,272,"$1,570.48 ","$1,256.38 ","$1,287.79 ","$1,193.56 ","$1,177.86 ",,"$1,287.79 ","$1,193.56 ","$1,177.86 ",$879.47 ,,"$1,287.79 ","$1,193.56 ","$1,177.86 ",$942.29 ,,,"$1,287.79 ","$1,193.56 ","$1,177.86 ","$1,287.79 ","$1,177.86 ","$1,162.16 ",,"$1,350.61 ",,"$1,382.02 ",,$989.40 ,"$1,287.79 ","$1,224.97 ","$1,162.16 ",,"$1,193.56 ","$1,020.81 ",$879.47 ,"$1,382.02 "
OP_SUP-60050153-491697,OUTPATIENT,PIN HALF THR 25MM 5X180MM,Z7610,,272,"$1,232.00 ",$985.60 ,"$1,010.24 ",$936.32 ,$924.00 ,,"$1,010.24 ",$936.32 ,$924.00 ,$689.92 ,,"$1,010.24 ",$936.32 ,$924.00 ,$739.20 ,,,"$1,010.24 ",$936.32 ,$924.00 ,"$1,010.24 ",$924.00 ,$911.68 ,,"$1,059.52 ",,"$1,084.16 ",,$776.16 ,"$1,010.24 ",$960.96 ,$911.68 ,,$936.32 ,$800.80 ,$689.92 ,"$1,084.16 "
OP_SUP-60050153-492012,OUTPATIENT,BIT DRILL CLAW II 2.0MM,Z7610,,272,$848.00 ,$678.40 ,$695.36 ,$644.48 ,$636.00 ,,$695.36 ,$644.48 ,$636.00 ,$474.88 ,,$695.36 ,$644.48 ,$636.00 ,$508.80 ,,,$695.36 ,$644.48 ,$636.00 ,$695.36 ,$636.00 ,$627.52 ,,$729.28 ,,$746.24 ,,$534.24 ,$695.36 ,$661.44 ,$627.52 ,,$644.48 ,$551.20 ,$474.88 ,$746.24 
OP_SUP-60050153-492213,OUTPATIENT,BIT DRILL 2.0X64MM,Z7610,,272,"$1,208.00 ",$966.40 ,$990.56 ,$918.08 ,$906.00 ,,$990.56 ,$918.08 ,$906.00 ,$676.48 ,,$990.56 ,$918.08 ,$906.00 ,$724.80 ,,,$990.56 ,$918.08 ,$906.00 ,$990.56 ,$906.00 ,$893.92 ,,"$1,038.88 ",,"$1,063.04 ",,$761.04 ,$990.56 ,$942.24 ,$893.92 ,,$918.08 ,$785.20 ,$676.48 ,"$1,063.04 "
OP_SUP-60050153-492214,OUTPATIENT,BIT DRILL 2.5X60MM,Z7610,,272,$848.00 ,$678.40 ,$695.36 ,$644.48 ,$636.00 ,,$695.36 ,$644.48 ,$636.00 ,$474.88 ,,$695.36 ,$644.48 ,$636.00 ,$508.80 ,,,$695.36 ,$644.48 ,$636.00 ,$695.36 ,$636.00 ,$627.52 ,,$729.28 ,,$746.24 ,,$534.24 ,$695.36 ,$661.44 ,$627.52 ,,$644.48 ,$551.20 ,$474.88 ,$746.24 
OP_SUP-60050153-492215,OUTPATIENT,BIT DRILL 2.8X60MM,Z7610,,272,$848.00 ,$678.40 ,$695.36 ,$644.48 ,$636.00 ,,$695.36 ,$644.48 ,$636.00 ,$474.88 ,,$695.36 ,$644.48 ,$636.00 ,$508.80 ,,,$695.36 ,$644.48 ,$636.00 ,$695.36 ,$636.00 ,$627.52 ,,$729.28 ,,$746.24 ,,$534.24 ,$695.36 ,$661.44 ,$627.52 ,,$644.48 ,$551.20 ,$474.88 ,$746.24 
OP_SUP-60050153-492216,OUTPATIENT,BIT DRILL 3.5X60MM,Z7610,,272,"$1,216.00 ",$972.80 ,$997.12 ,$924.16 ,$912.00 ,,$997.12 ,$924.16 ,$912.00 ,$680.96 ,,$997.12 ,$924.16 ,$912.00 ,$729.60 ,,,$997.12 ,$924.16 ,$912.00 ,$997.12 ,$912.00 ,$899.84 ,,"$1,045.76 ",,"$1,070.08 ",,$766.08 ,$997.12 ,$948.48 ,$899.84 ,,$924.16 ,$790.40 ,$680.96 ,"$1,070.08 "
OP_SUP-60050153-492217,OUTPATIENT,BIT DRILL 4.0X60MM,Z7610,,272,"$1,216.00 ",$972.80 ,$997.12 ,$924.16 ,$912.00 ,,$997.12 ,$924.16 ,$912.00 ,$680.96 ,,$997.12 ,$924.16 ,$912.00 ,$729.60 ,,,$997.12 ,$924.16 ,$912.00 ,$997.12 ,$912.00 ,$899.84 ,,"$1,045.76 ",,"$1,070.08 ",,$766.08 ,$997.12 ,$948.48 ,$899.84 ,,$924.16 ,$790.40 ,$680.96 ,"$1,070.08 "
OP_SUP-60050153-492218,OUTPATIENT,INST COUNTERSINK 6.0MM CANLT,Z7610,,272,"$1,408.00 ","$1,126.40 ","$1,154.56 ","$1,070.08 ","$1,056.00 ",,"$1,154.56 ","$1,070.08 ","$1,056.00 ",$788.48 ,,"$1,154.56 ","$1,070.08 ","$1,056.00 ",$844.80 ,,,"$1,154.56 ","$1,070.08 ","$1,056.00 ","$1,154.56 ","$1,056.00 ","$1,041.92 ",,"$1,210.88 ",,"$1,239.04 ",,$887.04 ,"$1,154.56 ","$1,098.24 ","$1,041.92 ",,"$1,070.08 ",$915.20 ,$788.48 ,"$1,239.04 "
OP_SUP-60050153-492219,OUTPATIENT,BIT DRILL 3.0X60MM CANLT,Z7610,,272,"$1,160.00 ",$928.00 ,$951.20 ,$881.60 ,$870.00 ,,$951.20 ,$881.60 ,$870.00 ,$649.60 ,,$951.20 ,$881.60 ,$870.00 ,$696.00 ,,,$951.20 ,$881.60 ,$870.00 ,$951.20 ,$870.00 ,$858.40 ,,$997.60 ,,"$1,020.80 ",,$730.80 ,$951.20 ,$904.80 ,$858.40 ,,$881.60 ,$754.00 ,$649.60 ,"$1,020.80 "
OP_SUP-60050153-492220,OUTPATIENT,PIN TMPRY FXTN,Z7610,,272,$640.00 ,$512.00 ,$524.80 ,$486.40 ,$480.00 ,,$524.80 ,$486.40 ,$480.00 ,$358.40 ,,$524.80 ,$486.40 ,$480.00 ,$384.00 ,,,$524.80 ,$486.40 ,$480.00 ,$524.80 ,$480.00 ,$473.60 ,,$550.40 ,,$563.20 ,,$403.20 ,$524.80 ,$499.20 ,$473.60 ,,$486.40 ,$416.00 ,$358.40 ,$563.20 
OP_SUP-60050153-492271,OUTPATIENT,BIT DRILL 1.3MM PLATING,Z7610,,272,$848.00 ,$678.40 ,$695.36 ,$644.48 ,$636.00 ,,$695.36 ,$644.48 ,$636.00 ,$474.88 ,,$695.36 ,$644.48 ,$636.00 ,$508.80 ,,,$695.36 ,$644.48 ,$636.00 ,$695.36 ,$636.00 ,$627.52 ,,$729.28 ,,$746.24 ,,$534.24 ,$695.36 ,$661.44 ,$627.52 ,,$644.48 ,$551.20 ,$474.88 ,$746.24 
OP_SUP-60050153-492272,OUTPATIENT,BIT DRILL 1.6MM PLATING,Z7610,,272,$848.00 ,$678.40 ,$695.36 ,$644.48 ,$636.00 ,,$695.36 ,$644.48 ,$636.00 ,$474.88 ,,$695.36 ,$644.48 ,$636.00 ,$508.80 ,,,$695.36 ,$644.48 ,$636.00 ,$695.36 ,$636.00 ,$627.52 ,,$729.28 ,,$746.24 ,,$534.24 ,$695.36 ,$661.44 ,$627.52 ,,$644.48 ,$551.20 ,$474.88 ,$746.24 
OP_SUP-60050153-492310,OUTPATIENT,BIT DRILL 2.5MM,Z7610,,272,"$1,216.00 ",$972.80 ,$997.12 ,$924.16 ,$912.00 ,,$997.12 ,$924.16 ,$912.00 ,$680.96 ,,$997.12 ,$924.16 ,$912.00 ,$729.60 ,,,$997.12 ,$924.16 ,$912.00 ,$997.12 ,$912.00 ,$899.84 ,,"$1,045.76 ",,"$1,070.08 ",,$766.08 ,$997.12 ,$948.48 ,$899.84 ,,$924.16 ,$790.40 ,$680.96 ,"$1,070.08 "
OP_SUP-60050153-492717,OUTPATIENT,BIT DRILL CANLT 1.7MM,Z7610,,272,"$1,664.00 ","$1,331.20 ","$1,364.48 ","$1,264.64 ","$1,248.00 ",,"$1,364.48 ","$1,264.64 ","$1,248.00 ",$931.84 ,,"$1,364.48 ","$1,264.64 ","$1,248.00 ",$998.40 ,,,"$1,364.48 ","$1,264.64 ","$1,248.00 ","$1,364.48 ","$1,248.00 ","$1,231.36 ",,"$1,431.04 ",,"$1,464.32 ",,"$1,048.32 ","$1,364.48 ","$1,297.92 ","$1,231.36 ",,"$1,264.64 ","$1,081.60 ",$931.84 ,"$1,464.32 "
OP_SUP-60050153-492718,OUTPATIENT,BIT DRILL CANLT 2.0MM,Z7610,,272,"$1,160.00 ",$928.00 ,$951.20 ,$881.60 ,$870.00 ,,$951.20 ,$881.60 ,$870.00 ,$649.60 ,,$951.20 ,$881.60 ,$870.00 ,$696.00 ,,,$951.20 ,$881.60 ,$870.00 ,$951.20 ,$870.00 ,$858.40 ,,$997.60 ,,"$1,020.80 ",,$730.80 ,$951.20 ,$904.80 ,$858.40 ,,$881.60 ,$754.00 ,$649.60 ,"$1,020.80 "
OP_SUP-60050153-492719,OUTPATIENT,BIT DRILL CANLT 2.2MM,Z7610,,272,"$1,160.00 ",$928.00 ,$951.20 ,$881.60 ,$870.00 ,,$951.20 ,$881.60 ,$870.00 ,$649.60 ,,$951.20 ,$881.60 ,$870.00 ,$696.00 ,,,$951.20 ,$881.60 ,$870.00 ,$951.20 ,$870.00 ,$858.40 ,,$997.60 ,,"$1,020.80 ",,$730.80 ,$951.20 ,$904.80 ,$858.40 ,,$881.60 ,$754.00 ,$649.60 ,"$1,020.80 "
OP_SUP-60050153-492720,OUTPATIENT,BIT DRILL CANLT 2.5MM,Z7610,,272,"$1,160.00 ",$928.00 ,$951.20 ,$881.60 ,$870.00 ,,$951.20 ,$881.60 ,$870.00 ,$649.60 ,,$951.20 ,$881.60 ,$870.00 ,$696.00 ,,,$951.20 ,$881.60 ,$870.00 ,$951.20 ,$870.00 ,$858.40 ,,$997.60 ,,"$1,020.80 ",,$730.80 ,$951.20 ,$904.80 ,$858.40 ,,$881.60 ,$754.00 ,$649.60 ,"$1,020.80 "
OP_SUP-60050153-492721,OUTPATIENT,KWIRE 0.9X150MM BLUNT/TRCR,Z7610,,272,$190.00 ,$152.00 ,$155.80 ,$144.40 ,$142.50 ,,$155.80 ,$144.40 ,$142.50 ,$106.40 ,,$155.80 ,$144.40 ,$142.50 ,$114.00 ,,,$155.80 ,$144.40 ,$142.50 ,$155.80 ,$142.50 ,$140.60 ,,$163.40 ,,$167.20 ,,$119.70 ,$155.80 ,$148.20 ,$140.60 ,,$144.40 ,$123.50 ,$106.40 ,$167.20 
OP_SUP-60050153-492722,OUTPATIENT,KWIRE 1.1X150MM BLUNT/TRCR,Z7610,,272,$190.00 ,$152.00 ,$155.80 ,$144.40 ,$142.50 ,,$155.80 ,$144.40 ,$142.50 ,$106.40 ,,$155.80 ,$144.40 ,$142.50 ,$114.00 ,,,$155.80 ,$144.40 ,$142.50 ,$155.80 ,$142.50 ,$140.60 ,,$163.40 ,,$167.20 ,,$119.70 ,$155.80 ,$148.20 ,$140.60 ,,$144.40 ,$123.50 ,$106.40 ,$167.20 
OP_SUP-60050153-492731,OUTPATIENT,COUNTERSINK 2.8MM CANLT,Z7610,,272,$992.00 ,$793.60 ,$813.44 ,$753.92 ,$744.00 ,,$813.44 ,$753.92 ,$744.00 ,$555.52 ,,$813.44 ,$753.92 ,$744.00 ,$595.20 ,,,$813.44 ,$753.92 ,$744.00 ,$813.44 ,$744.00 ,$734.08 ,,$853.12 ,,$872.96 ,,$624.96 ,$813.44 ,$773.76 ,$734.08 ,,$753.92 ,$644.80 ,$555.52 ,$872.96 
OP_SUP-60050153-492732,OUTPATIENT,COUNTERSINK 4.0MM CANLT,Z7610,,272,"$1,120.00 ",$896.00 ,$918.40 ,$851.20 ,$840.00 ,,$918.40 ,$851.20 ,$840.00 ,$627.20 ,,$918.40 ,$851.20 ,$840.00 ,$672.00 ,,,$918.40 ,$851.20 ,$840.00 ,$918.40 ,$840.00 ,$828.80 ,,$963.20 ,,$985.60 ,,$705.60 ,$918.40 ,$873.60 ,$828.80 ,,$851.20 ,$728.00 ,$627.20 ,$985.60 
OP_SUP-60050153-492733,OUTPATIENT,COUNTERSINK 5.0MM CANLT,Z7610,,272,"$1,120.00 ",$896.00 ,$918.40 ,$851.20 ,$840.00 ,,$918.40 ,$851.20 ,$840.00 ,$627.20 ,,$918.40 ,$851.20 ,$840.00 ,$672.00 ,,,$918.40 ,$851.20 ,$840.00 ,$918.40 ,$840.00 ,$828.80 ,,$963.20 ,,$985.60 ,,$705.60 ,$918.40 ,$873.60 ,$828.80 ,,$851.20 ,$728.00 ,$627.20 ,$985.60 
OP_SUP-60050153-492781,OUTPATIENT,INST HEAD DRILL CANLT 4.3MM,Z7610,,272,"$1,440.00 ","$1,152.00 ","$1,180.80 ","$1,094.40 ","$1,080.00 ",,"$1,180.80 ","$1,094.40 ","$1,080.00 ",$806.40 ,,"$1,180.80 ","$1,094.40 ","$1,080.00 ",$864.00 ,,,"$1,180.80 ","$1,094.40 ","$1,080.00 ","$1,180.80 ","$1,080.00 ","$1,065.60 ",,"$1,238.40 ",,"$1,267.20 ",,$907.20 ,"$1,180.80 ","$1,123.20 ","$1,065.60 ",,"$1,094.40 ",$936.00 ,$806.40 ,"$1,267.20 "
OP_SUP-60050153-492782,OUTPATIENT,BIT DRILL 3.0MM CANLT,Z7610,,272,"$1,160.00 ",$928.00 ,$951.20 ,$881.60 ,$870.00 ,,$951.20 ,$881.60 ,$870.00 ,$649.60 ,,$951.20 ,$881.60 ,$870.00 ,$696.00 ,,,$951.20 ,$881.60 ,$870.00 ,$951.20 ,$870.00 ,$858.40 ,,$997.60 ,,"$1,020.80 ",,$730.80 ,$951.20 ,$904.80 ,$858.40 ,,$881.60 ,$754.00 ,$649.60 ,"$1,020.80 "
OP_SUP-60050153-492785,OUTPATIENT,COUNTERSINK CANLT 7.0MM MUC,Z7610,,272,"$1,424.00 ","$1,139.20 ","$1,167.68 ","$1,082.24 ","$1,068.00 ",,"$1,167.68 ","$1,082.24 ","$1,068.00 ",$797.44 ,,"$1,167.68 ","$1,082.24 ","$1,068.00 ",$854.40 ,,,"$1,167.68 ","$1,082.24 ","$1,068.00 ","$1,167.68 ","$1,068.00 ","$1,053.76 ",,"$1,224.64 ",,"$1,253.12 ",,$897.12 ,"$1,167.68 ","$1,110.72 ","$1,053.76 ",,"$1,082.24 ",$925.60 ,$797.44 ,"$1,253.12 "
OP_SUP-60050153-498740,OUTPATIENT,BIT DRILL N-L 2.5X216MM SHORT,Z7610,,272,"$1,595.36 ","$1,276.29 ","$1,308.20 ","$1,212.47 ","$1,196.52 ",,"$1,308.20 ","$1,212.47 ","$1,196.52 ",$893.40 ,,"$1,308.20 ","$1,212.47 ","$1,196.52 ",$957.22 ,,,"$1,308.20 ","$1,212.47 ","$1,196.52 ","$1,308.20 ","$1,196.52 ","$1,180.57 ",,"$1,372.01 ",,"$1,403.92 ",,"$1,005.08 ","$1,308.20 ","$1,244.38 ","$1,180.57 ",,"$1,212.47 ","$1,036.98 ",$893.40 ,"$1,403.92 "
OP_SUP-60050153-500356,OUTPATIENT,BIT DRILL 2.9MM,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-500766,OUTPATIENT,CTG PRECISION TIP 25X1.27X105,Z7610,,272,"$2,600.01 ","$2,080.01 ","$2,132.01 ","$1,976.01 ","$1,950.01 ",,"$2,132.01 ","$1,976.01 ","$1,950.01 ","$1,456.01 ",,"$2,132.01 ","$1,976.01 ","$1,950.01 ","$1,560.01 ",,,"$2,132.01 ","$1,976.01 ","$1,950.01 ","$2,132.01 ","$1,950.01 ","$1,924.01 ",,"$2,236.01 ",,"$2,288.01 ",,"$1,638.01 ","$2,132.01 ","$2,028.01 ","$1,924.01 ",,"$1,976.01 ","$1,690.01 ","$1,456.01 ","$2,288.01 "
OP_SUP-60050153-500788,OUTPATIENT,PORT ACCESS 12MM 120MM LEN,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-500789,OUTPATIENT,PORT AIRSEAL 12MM X 120MM,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-500793,OUTPATIENT,PORT AIRSEAL 5MM 120MM LEN,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-500798,OUTPATIENT,TRCR BLUNT PORT AIR SEAL 5X150,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-500800,OUTPATIENT,SET TUBG SNGL LMN FILTERED,Z7610,,272,$154.50 ,$123.60 ,$126.69 ,$117.42 ,$115.88 ,,$126.69 ,$117.42 ,$115.88 ,$86.52 ,,$126.69 ,$117.42 ,$115.88 ,$92.70 ,,,$126.69 ,$117.42 ,$115.88 ,$126.69 ,$115.88 ,$114.33 ,,$132.87 ,,$135.96 ,,$97.34 ,$126.69 ,$120.51 ,$114.33 ,,$117.42 ,$100.43 ,$86.52 ,$135.96 
OP_SUP-60050153-500987,OUTPATIENT,TRCR DLTNG TIP 12X100MM,Z7610,,272,$210.00 ,$168.00 ,$172.20 ,$159.60 ,$157.50 ,,$172.20 ,$159.60 ,$157.50 ,$117.60 ,,$172.20 ,$159.60 ,$157.50 ,$126.00 ,,,$172.20 ,$159.60 ,$157.50 ,$172.20 ,$157.50 ,$155.40 ,,$180.60 ,,$184.80 ,,$132.30 ,$172.20 ,$163.80 ,$155.40 ,,$159.60 ,$136.50 ,$117.60 ,$184.80 
OP_SUP-60050153-501377,OUTPATIENT,TAPE SUT 1.3MM W/TAILS,Z7610,,272,$350.00 ,$280.00 ,$287.00 ,$266.00 ,$262.50 ,,$287.00 ,$266.00 ,$262.50 ,$196.00 ,,$287.00 ,$266.00 ,$262.50 ,$210.00 ,,,$287.00 ,$266.00 ,$262.50 ,$287.00 ,$262.50 ,$259.00 ,,$301.00 ,,$308.00 ,,$220.50 ,$287.00 ,$273.00 ,$259.00 ,,$266.00 ,$227.50 ,$196.00 ,$308.00 
OP_SUP-60050153-501642,OUTPATIENT,BLE SAW WIDE UNIV STRL,Z7610,,272,$968.00 ,$774.40 ,$793.76 ,$735.68 ,$726.00 ,,$793.76 ,$735.68 ,$726.00 ,$542.08 ,,$793.76 ,$735.68 ,$726.00 ,$580.80 ,,,$793.76 ,$735.68 ,$726.00 ,$793.76 ,$726.00 ,$716.32 ,,$832.48 ,,$851.84 ,,$609.84 ,$793.76 ,$755.04 ,$716.32 ,,$735.68 ,$629.20 ,$542.08 ,$851.84 
OP_SUP-60050153-501689,OUTPATIENT,STPLR ENDOWRIST 45 DAVINCI XI,Z7610,,272,"$1,120.00 ",$896.00 ,$918.40 ,$851.20 ,$840.00 ,,$918.40 ,$851.20 ,$840.00 ,$627.20 ,,$918.40 ,$851.20 ,$840.00 ,$672.00 ,,,$918.40 ,$851.20 ,$840.00 ,$918.40 ,$840.00 ,$828.80 ,,$963.20 ,,$985.60 ,,$705.60 ,$918.40 ,$873.60 ,$828.80 ,,$851.20 ,$728.00 ,$627.20 ,$985.60 
OP_SUP-60050153-501741,OUTPATIENT,SCREW HEX F 2.5X25MM STRL,C1713,,278,$896.00 ,$716.80 ,$734.72 ,$680.96 ,$672.00 ,,$734.72 ,$680.96 ,$672.00 ,$501.76 ,,$734.72 ,$680.96 ,$672.00 ,$537.60 ,,,$734.72 ,$680.96 ,$672.00 ,$734.72 ,$672.00 ,$663.04 ,,$770.56 ,,$788.48 ,,$564.48 ,$734.72 ,$698.88 ,$663.04 ,,$680.96 ,$582.40 ,$501.76 ,$788.48 
OP_SUP-60050153-502821,OUTPATIENT,TAP JONES CANLT 4.5MM,Z7610,,272,"$1,000.00 ",$800.00 ,$820.00 ,$760.00 ,$750.00 ,,$820.00 ,$760.00 ,$750.00 ,$560.00 ,,$820.00 ,$760.00 ,$750.00 ,$600.00 ,,,$820.00 ,$760.00 ,$750.00 ,$820.00 ,$750.00 ,$740.00 ,,$860.00 ,,$880.00 ,,$630.00 ,$820.00 ,$780.00 ,$740.00 ,,$760.00 ,$650.00 ,$560.00 ,$880.00 
OP_SUP-60050153-503201,OUTPATIENT,OBTR BLADELESS XI OPTICAL 8MM,Z7610,,272,$300.00 ,$240.00 ,$246.00 ,$228.00 ,$225.00 ,,$246.00 ,$228.00 ,$225.00 ,$168.00 ,,$246.00 ,$228.00 ,$225.00 ,$180.00 ,,,$246.00 ,$228.00 ,$225.00 ,$246.00 ,$225.00 ,$222.00 ,,$258.00 ,,$264.00 ,,$189.00 ,$246.00 ,$234.00 ,$222.00 ,,$228.00 ,$195.00 ,$168.00 ,$264.00 
OP_SUP-60050153-503850,OUTPATIENT,SET TUBG AND TIP W/ IRR,Z7610,,272,"$1,168.00 ",$934.40 ,$957.76 ,$887.68 ,$876.00 ,,$957.76 ,$887.68 ,$876.00 ,$654.08 ,,$957.76 ,$887.68 ,$876.00 ,$700.80 ,,,$957.76 ,$887.68 ,$876.00 ,$957.76 ,$876.00 ,$864.32 ,,"$1,004.48 ",,"$1,027.84 ",,$735.84 ,$957.76 ,$911.04 ,$864.32 ,,$887.68 ,$759.20 ,$654.08 ,"$1,027.84 "
OP_SUP-60050153-504081,OUTPATIENT,SYS CROSSBOW FASCIAL CLOSURE,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-504448,OUTPATIENT,SUT LASSO 45 DEG CRVD LFT,Z7610,,272,"$1,280.00 ","$1,024.00 ","$1,049.60 ",$972.80 ,$960.00 ,,"$1,049.60 ",$972.80 ,$960.00 ,$716.80 ,,"$1,049.60 ",$972.80 ,$960.00 ,$768.00 ,,,"$1,049.60 ",$972.80 ,$960.00 ,"$1,049.60 ",$960.00 ,$947.20 ,,"$1,100.80 ",,"$1,126.40 ",,$806.40 ,"$1,049.60 ",$998.40 ,$947.20 ,,$972.80 ,$832.00 ,$716.80 ,"$1,126.40 "
OP_SUP-60050153-504553,OUTPATIENT,SUT PDO SZ 2-0 24X24CM VLT,Z7610,,272,$175.40 ,$140.32 ,$143.83 ,$133.30 ,$131.55 ,,$143.83 ,$133.30 ,$131.55 ,$98.22 ,,$143.83 ,$133.30 ,$131.55 ,$105.24 ,,,$143.83 ,$133.30 ,$131.55 ,$143.83 ,$131.55 ,$129.80 ,,$150.84 ,,$154.35 ,,$110.50 ,$143.83 ,$136.81 ,$129.80 ,,$133.30 ,$114.01 ,$98.22 ,$154.35 
OP_SUP-60050153-504554,OUTPATIENT,SUT PDO SZ 2-0 24X24CM 26MM,Z7610,,272,$229.40 ,$183.52 ,$188.11 ,$174.34 ,$172.05 ,,$188.11 ,$174.34 ,$172.05 ,$128.46 ,,$188.11 ,$174.34 ,$172.05 ,$137.64 ,,,$188.11 ,$174.34 ,$172.05 ,$188.11 ,$172.05 ,$169.76 ,,$197.28 ,,$201.87 ,,$144.52 ,$188.11 ,$178.93 ,$169.76 ,,$174.34 ,$149.11 ,$128.46 ,$201.87 
OP_SUP-60050153-504781,OUTPATIENT,PIN GUIDE AEQUALIS 25X220MM,Z7610,,272,$750.01 ,$600.01 ,$615.01 ,$570.01 ,$562.51 ,,$615.01 ,$570.01 ,$562.51 ,$420.01 ,,$615.01 ,$570.01 ,$562.51 ,$450.01 ,,,$615.01 ,$570.01 ,$562.51 ,$615.01 ,$562.51 ,$555.01 ,,$645.01 ,,$660.01 ,,$472.51 ,$615.01 ,$585.01 ,$555.01 ,,$570.01 ,$487.51 ,$420.01 ,$660.01 
OP_SUP-60050153-504970,OUTPATIENT,TRCR BLUNT TIP OPT 12X100MM,Z7610,,272,$210.00 ,$168.00 ,$172.20 ,$159.60 ,$157.50 ,,$172.20 ,$159.60 ,$157.50 ,$117.60 ,,$172.20 ,$159.60 ,$157.50 ,$126.00 ,,,$172.20 ,$159.60 ,$157.50 ,$172.20 ,$157.50 ,$155.40 ,,$180.60 ,,$184.80 ,,$132.30 ,$172.20 ,$163.80 ,$155.40 ,,$159.60 ,$136.50 ,$117.60 ,$184.80 
