Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,HealthSmart PPO,Multiplan PPO,Partnership Health Plan,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP-40900419,OUTPATIENT,HCHG CORE LAB HEMOGLOBIN F (APT),83033,,301,$133.00 ,$106.40 ,$107.73 ,$107.73 ,$107.73 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$119.70 ,$119.70 ,$119.70 ,$113.05 ,$113.05 ,$113.05 ,$119.70 ,$119.70 ,$8.00 ,$119.70 ,$119.70 ,$119.70 ,$119.70 ,$119.70 ,$8.00 ,$119.70 
OP-40900431,OUTPATIENT,HCHG CORE MYCOBACTERIA TB AMPLIFIED PROBE,87556,,306,$266.00 ,$212.80 ,$215.46 ,$215.46 ,$215.46 ,$212.80 ,$212.80 ,$212.80 ,$212.80 ,$212.80 ,$212.80 ,$212.80 ,$212.80 ,$239.40 ,$239.40 ,$239.40 ,$226.10 ,$226.10 ,$226.10 ,$239.40 ,$239.40 ,$41.68 ,$239.40 ,$239.40 ,$239.40 ,$239.40 ,$239.40 ,$41.68 ,$239.40 
OP-40900432,OUTPATIENT,HCHG CORE M AVIUM AMP PRB,87561,,306,$470.00 ,$376.00 ,$380.70 ,$380.70 ,$380.70 ,$376.00 ,$376.00 ,$376.00 ,$376.00 ,$376.00 ,$376.00 ,$376.00 ,$376.00 ,$423.00 ,$423.00 ,$423.00 ,$399.50 ,$399.50 ,$399.50 ,$423.00 ,$423.00 ,$35.09 ,$423.00 ,$423.00 ,$423.00 ,$423.00 ,$423.00 ,$35.09 ,$423.00 
OP-40900433,OUTPATIENT,HCHG CORE CULT STL OTHER EA PLATE,87046,,306,$104.00 ,$83.20 ,$84.24 ,$84.24 ,$84.24 ,$83.20 ,$83.20 ,$83.20 ,$83.20 ,$83.20 ,$83.20 ,$83.20 ,$83.20 ,$93.60 ,$93.60 ,$93.60 ,$88.40 ,$88.40 ,$88.40 ,$93.60 ,$93.60 ,$2.09 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$2.09 ,$93.60 
OP-40900438,OUTPATIENT,HCHG CORE CULT VIRAL,87252,,306,$133.00 ,$106.40 ,$107.73 ,$107.73 ,$107.73 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$106.40 ,$119.70 ,$119.70 ,$119.70 ,$113.05 ,$113.05 ,$113.05 ,$119.70 ,$119.70 ,$26.07 ,$119.70 ,$119.70 ,$119.70 ,$119.70 ,$119.70 ,$26.07 ,$119.70 
OP-40900441,OUTPATIENT,HCHG CORE SIROLIMUS,80195,,301,$135.00 ,$108.00 ,$109.35 ,$109.35 ,$109.35 ,$108.00 ,$108.00 ,$108.00 ,$108.00 ,$108.00 ,$108.00 ,$108.00 ,$108.00 ,$121.50 ,$121.50 ,$121.50 ,$114.75 ,$114.75 ,$114.75 ,$121.50 ,$121.50 ,$9.59 ,$121.50 ,$121.50 ,$121.50 ,$121.50 ,$121.50 ,$9.59 ,$121.50 
OP-40900442,OUTPATIENT,HCHG CORE COOMBS INDIRECT EACH AB TITER,86886,,302,$83.00 ,$66.40 ,$67.23 ,$67.23 ,$67.23 ,$66.40 ,$66.40 ,$66.40 ,$66.40 ,$66.40 ,$66.40 ,$66.40 ,$66.40 ,$74.70 ,$74.70 ,$74.70 ,$70.55 ,$70.55 ,$70.55 ,$74.70 ,$74.70 ,$5.18 ,$74.70 ,$74.70 ,$74.70 ,$74.70 ,$74.70 ,$5.18 ,$74.70 
OP-40900445,OUTPATIENT,HCHG CORE HIV 1 AB,86701,,302,$59.00 ,$47.20 ,$47.79 ,$47.79 ,$47.79 ,$47.20 ,$47.20 ,$47.20 ,$47.20 ,$47.20 ,$47.20 ,$47.20 ,$47.20 ,$53.10 ,$53.10 ,$53.10 ,$50.15 ,$50.15 ,$50.15 ,$53.10 ,$53.10 ,$8.89 ,$53.10 ,$53.10 ,$53.10 ,$53.10 ,$53.10 ,$8.89 ,$53.10 
OP-40900446,OUTPATIENT,HCHG CORE HIV 2 AB,86702,,302,$82.00 ,$65.60 ,$66.42 ,$66.42 ,$66.42 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$73.80 ,$73.80 ,$73.80 ,$69.70 ,$69.70 ,$69.70 ,$73.80 ,$73.80 ,$13.52 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$13.52 ,$73.80 
OP-40900465,OUTPATIENT,HCHG CORE HPV HIGH-RISK TYPES,87624,,306,$63.00 ,$50.40 ,$51.03 ,$51.03 ,$51.03 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$56.70 ,$56.70 ,$56.70 ,$53.55 ,$53.55 ,$53.55 ,$56.70 ,$56.70 ,$31.19 ,$56.70 ,$56.70 ,$56.70 ,$56.70 ,$56.70 ,$31.19 ,$56.70 
OP-40900466,OUTPATIENT,HCHG CORE HPV TYPES 16 & 18 ONLY,87625,,306,$63.00 ,$50.40 ,$51.03 ,$51.03 ,$51.03 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$50.40 ,$56.70 ,$56.70 ,$56.70 ,$53.55 ,$53.55 ,$53.55 ,$56.70 ,$56.70 ,$32.44 ,$56.70 ,$56.70 ,$56.70 ,$56.70 ,$56.70 ,$32.44 ,$56.70 
OP-40900467,OUTPATIENT,HCHG CORE AG DETECT NOS DNA AMP,87798,,306,$272.00 ,$217.60 ,$220.32 ,$220.32 ,$220.32 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$244.80 ,$244.80 ,$244.80 ,$231.20 ,$231.20 ,$231.20 ,$244.80 ,$244.80 ,$35.09 ,$244.80 ,$244.80 ,$244.80 ,$244.80 ,$244.80 ,$35.09 ,$244.80 
OP-40900468,OUTPATIENT,HCHG CORE INFECT AGENT ANTIGEN BY IMMUNOASSAY NOS,87899,,306,$93.00 ,$74.40 ,$75.33 ,$75.33 ,$75.33 ,$74.40 ,$74.40 ,$74.40 ,$74.40 ,$74.40 ,$74.40 ,$74.40 ,$74.40 ,$83.70 ,$83.70 ,$83.70 ,$79.05 ,$79.05 ,$79.05 ,$83.70 ,$83.70 ,$13.23 ,$83.70 ,$83.70 ,$83.70 ,$83.70 ,$83.70 ,$13.23 ,$83.70 
OP-40900470,OUTPATIENT,HCHG CORE HIV-1 AG W/HIV-1/HIV-2 AB,87389,,306,$221.00 ,$176.80 ,$179.01 ,$179.01 ,$179.01 ,$176.80 ,$176.80 ,$176.80 ,$176.80 ,$176.80 ,$176.80 ,$176.80 ,$176.80 ,$198.90 ,$198.90 ,$198.90 ,$187.85 ,$187.85 ,$187.85 ,$198.90 ,$198.90 ,$16.21 ,$198.90 ,$198.90 ,$198.90 ,$198.90 ,$198.90 ,$16.21 ,$198.90 
OP-40900471,OUTPATIENT,HCHG CORE CULTURE CRE SCREEN,87081,,306,$173.00 ,$138.40 ,$140.13 ,$140.13 ,$140.13 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$138.40 ,$155.70 ,$155.70 ,$155.70 ,$147.05 ,$147.05 ,$147.05 ,$155.70 ,$155.70 ,$6.63 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$155.70 ,$6.63 ,$155.70 
OP-40900473,OUTPATIENT,HCHG CORE PROCALCITONIN (PCT),84145,,301,$392.00 ,$313.60 ,$317.52 ,$317.52 ,$317.52 ,$313.60 ,$313.60 ,$313.60 ,$313.60 ,$313.60 ,$313.60 ,$313.60 ,$313.60 ,$352.80 ,$352.80 ,$352.80 ,$333.20 ,$333.20 ,$333.20 ,$352.80 ,$352.80 ,$17.77 ,$352.80 ,$352.80 ,$352.80 ,$352.80 ,$352.80 ,$17.77 ,$352.80 
OP-40900474,OUTPATIENT,HCHG CORE BETA 2 GLYCOPROTEIN I AB EA,86146,,302,$74.00 ,$59.20 ,$59.94 ,$59.94 ,$59.94 ,$59.20 ,$59.20 ,$59.20 ,$59.20 ,$59.20 ,$59.20 ,$59.20 ,$59.20 ,$66.60 ,$66.60 ,$66.60 ,$62.90 ,$62.90 ,$62.90 ,$66.60 ,$66.60 ,$16.38 ,$66.60 ,$66.60 ,$66.60 ,$66.60 ,$66.60 ,$16.38 ,$66.60 
OP-40900475,OUTPATIENT,HCHG CORE CMV AB IGG,86644,,302,$76.00 ,$60.80 ,$61.56 ,$61.56 ,$61.56 ,$60.80 ,$60.80 ,$60.80 ,$60.80 ,$60.80 ,$60.80 ,$60.80 ,$60.80 ,$68.40 ,$68.40 ,$68.40 ,$64.60 ,$64.60 ,$64.60 ,$68.40 ,$68.40 ,$14.39 ,$68.40 ,$68.40 ,$68.40 ,$68.40 ,$68.40 ,$14.39 ,$68.40 
OP-40900476,OUTPATIENT,HCHG CORE CMV AB IGM,86645,,302,$265.00 ,$212.00 ,$214.65 ,$214.65 ,$214.65 ,$212.00 ,$212.00 ,$212.00 ,$212.00 ,$212.00 ,$212.00 ,$212.00 ,$212.00 ,$238.50 ,$238.50 ,$238.50 ,$225.25 ,$225.25 ,$225.25 ,$238.50 ,$238.50 ,$16.85 ,$238.50 ,$238.50 ,$238.50 ,$238.50 ,$238.50 ,$16.85 ,$238.50 
OP-40900477,OUTPATIENT,HCHG CORE HSV 1 AB IGG TYPE SPECIFIC,86695,,302,$16.00 ,$12.80 ,$12.96 ,$12.96 ,$12.96 ,$12.80 ,$12.80 ,$12.80 ,$12.80 ,$12.80 ,$12.80 ,$12.80 ,$12.80 ,$14.40 ,$14.40 ,$14.40 ,$13.60 ,$13.60 ,$13.60 ,$14.40 ,$14.40 ,$13.19 ,$14.40 ,$14.40 ,$14.40 ,$14.40 ,$14.40 ,$12.80 ,$14.40 
OP-40900478,OUTPATIENT,HCHG CORE HSV 2 AB IGG TYPE SPECIFIC,86696,,302,$20.00 ,$16.00 ,$16.20 ,$16.20 ,$16.20 ,$16.00 ,$16.00 ,$16.00 ,$16.00 ,$16.00 ,$16.00 ,$16.00 ,$16.00 ,$18.00 ,$18.00 ,$18.00 ,$17.00 ,$17.00 ,$17.00 ,$18.00 ,$18.00 ,$13.76 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$13.76 ,$18.00 
OP-40900479,OUTPATIENT,HCHG CORE NOROVIRUS RNA PCR,87798,,306,$272.00 ,$217.60 ,$220.32 ,$220.32 ,$220.32 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$217.60 ,$244.80 ,$244.80 ,$244.80 ,$231.20 ,$231.20 ,$231.20 ,$244.80 ,$244.80 ,$35.09 ,$244.80 ,$244.80 ,$244.80 ,$244.80 ,$244.80 ,$35.09 ,$244.80 
OP-40900480,OUTPATIENT,HCHG CORE HEP C SCREEN HIGH RISK/OTHER,G0472,,302,$117.00 ,$93.60 ,$94.77 ,$94.77 ,$94.77 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$93.60 ,$105.30 ,$105.30 ,$105.30 ,$99.45 ,$99.45 ,$99.45 ,$105.30 ,$105.30 ,,$105.30 ,$105.30 ,$105.30 ,$105.30 ,$105.30 ,$93.60 ,$105.30 
OP-40900483,OUTPATIENT,HCHG CORE CULT TYPE DNA/RNA AMPLIFIED PROBE EA,87150,,306,$185.00 ,$148.00 ,$149.85 ,$149.85 ,$149.85 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$166.50 ,$166.50 ,$166.50 ,$157.25 ,$157.25 ,$157.25 ,$166.50 ,$166.50 ,$18.44 ,$166.50 ,$166.50 ,$166.50 ,$166.50 ,$166.50 ,$18.44 ,$166.50 
OP-40900484,OUTPATIENT,HCHG CORE MASS SPECT/TANDEM QN NES,83789,,301,$100.00 ,$80.00 ,$81.00 ,$81.00 ,$81.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$80.00 ,$90.00 ,$90.00 ,$90.00 ,$85.00 ,$85.00 ,$85.00 ,$90.00 ,$90.00 ,$24.11 ,$90.00 ,$90.00 ,$90.00 ,$90.00 ,$90.00 ,$24.11 ,$90.00 
OP-40900486,OUTPATIENT,HCHG CORE PROTEIN NEPHELOMETRY,83883,,301,$84.00 ,$67.20 ,$68.04 ,$68.04 ,$68.04 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$75.60 ,$75.60 ,$75.60 ,$71.40 ,$71.40 ,$71.40 ,$75.60 ,$75.60 ,$13.60 ,$75.60 ,$75.60 ,$75.60 ,$75.60 ,$75.60 ,$13.60 ,$75.60 
OP-40900491,OUTPATIENT,HCHG CORE CNS DNA AMP PROBE TYPE 12-25,87483,,306,$821.00 ,$656.80 ,$665.01 ,$665.01 ,$665.01 ,$656.80 ,$656.80 ,$656.80 ,$656.80 ,$656.80 ,$656.80 ,$656.80 ,$656.80 ,$738.90 ,$738.90 ,$738.90 ,$697.85 ,$697.85 ,$697.85 ,$738.90 ,$738.90 ,$370.47 ,$738.90 ,$738.90 ,$738.90 ,$738.90 ,$738.90 ,$370.47 ,$738.90 
OP-40900492,OUTPATIENT,HCHG CORE IADNA ENTEROVIRUS AMP PROBE W/WO RVRS TRNS,87498,,306,$289.00 ,$231.20 ,$234.09 ,$234.09 ,$234.09 ,$231.20 ,$231.20 ,$231.20 ,$231.20 ,$231.20 ,$231.20 ,$231.20 ,$231.20 ,$260.10 ,$260.10 ,$260.10 ,$245.65 ,$245.65 ,$245.65 ,$260.10 ,$260.10 ,$24.95 ,$260.10 ,$260.10 ,$260.10 ,$260.10 ,$260.10 ,$24.95 ,$260.10 
OP-40900493,OUTPATIENT,HCHG CORE SENSITIVITY MACROBROTH EA AGNT,87188,,306,$35.00 ,$28.00 ,$28.35 ,$28.35 ,$28.35 ,$28.00 ,$28.00 ,$28.00 ,$28.00 ,$28.00 ,$28.00 ,$28.00 ,$28.00 ,$31.50 ,$31.50 ,$31.50 ,$29.75 ,$29.75 ,$29.75 ,$31.50 ,$31.50 ,$6.64 ,$31.50 ,$31.50 ,$31.50 ,$31.50 ,$31.50 ,$6.64 ,$31.50 
OP-40900497,OUTPATIENT,HCHG CORE TB AG RESPONSE T-CELL SUSP,86481,,302,$332.00 ,$265.60 ,$268.92 ,$268.92 ,$268.92 ,$265.60 ,$265.60 ,$265.60 ,$265.60 ,$265.60 ,$265.60 ,$265.60 ,$265.60 ,$298.80 ,$298.80 ,$298.80 ,$282.20 ,$282.20 ,$282.20 ,$298.80 ,$298.80 ,$55.82 ,$298.80 ,$298.80 ,$298.80 ,$298.80 ,$298.80 ,$55.82 ,$298.80 
OP-40900498,OUTPATIENT,HCHG CORE HEPATITIS B VIRUS BDNA QUANTITATIVE,87517,,306,$256.00 ,$204.80 ,$207.36 ,$207.36 ,$207.36 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$230.40 ,$230.40 ,$230.40 ,$217.60 ,$217.60 ,$217.60 ,$230.40 ,$230.40 ,$42.84 ,$230.40 ,$230.40 ,$230.40 ,$230.40 ,$230.40 ,$42.84 ,$230.40 
OP-40900499,OUTPATIENT,HCHG CORE RSV DNA/RNA AMP PROBE,87634,,306,$357.00 ,$285.60 ,$289.17 ,$289.17 ,$289.17 ,$285.60 ,$285.60 ,$285.60 ,$285.60 ,$285.60 ,$285.60 ,$285.60 ,$285.60 ,$321.30 ,$321.30 ,$321.30 ,$303.45 ,$303.45 ,$303.45 ,$321.30 ,$321.30 ,$49.91 ,$321.30 ,$321.30 ,$321.30 ,$321.30 ,$321.30 ,$49.91 ,$321.30 
OP-40900501,OUTPATIENT,HCHG CORE TRICHOMONAS VAGINALIS AMPLIFIED PROBE,87661,,306,$90.00 ,$72.00 ,$72.90 ,$72.90 ,$72.90 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$72.00 ,$81.00 ,$81.00 ,$81.00 ,$76.50 ,$76.50 ,$76.50 ,$81.00 ,$81.00 ,$30.54 ,$81.00 ,$81.00 ,$81.00 ,$81.00 ,$81.00 ,$30.54 ,$81.00 
OP-40900502,OUTPATIENT,HCHG CORE CANDIDA SPECIES AMPLIFIED PROBE,87481,,306,$82.00 ,$65.60 ,$66.42 ,$66.42 ,$66.42 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$73.80 ,$73.80 ,$73.80 ,$69.70 ,$69.70 ,$69.70 ,$73.80 ,$73.80 ,$35.09 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$35.09 ,$73.80 
OP-40900503,OUTPATIENT,HCHG CORE MULTIPLE ORGANISMS AMPLIFIED PROBE,87801,,306,$359.00 ,$287.20 ,$290.79 ,$290.79 ,$290.79 ,$287.20 ,$287.20 ,$287.20 ,$287.20 ,$287.20 ,$287.20 ,$287.20 ,$287.20 ,$323.10 ,$323.10 ,$323.10 ,$305.15 ,$305.15 ,$305.15 ,$323.10 ,$323.10 ,$31.04 ,$323.10 ,$323.10 ,$323.10 ,$323.10 ,$323.10 ,$31.04 ,$323.10 
OP-40900505,OUTPATIENT,HCHG CORE IADNA SARS-COV-2 COVID-19 AMP PROBE TQ,87635,,306,$111.00 ,$88.80 ,$89.91 ,$89.91 ,$89.91 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$99.90 ,$99.90 ,$99.90 ,$94.35 ,$94.35 ,$94.35 ,$99.90 ,$99.90 ,$51.31 ,$99.90 ,$99.90 ,$99.90 ,$99.90 ,$99.90 ,$51.31 ,$99.90 
OP-40900506,OUTPATIENT,HCHG CORE SARS-COV-2 COVID-19 AMP PROB HI THRUPUT TQ,U0003,,306,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,$75.00 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$75.00 
OP-40900507,OUTPATIENT,HCHG CORE SARS-COV-2 COVID-19 AB IGG,86769,,302,$58.00 ,$46.40 ,$46.98 ,$46.98 ,$46.98 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$52.20 ,$52.20 ,$52.20 ,$49.30 ,$49.30 ,$49.30 ,$52.20 ,$52.20 ,$42.13 ,$52.20 ,$52.20 ,$52.20 ,$52.20 ,$52.20 ,$42.13 ,$52.20 
OP-40900508,OUTPATIENT,HCHG CORE SARS-COV-2 COVID-19 AB TOTAL,86769,,302,$58.00 ,$46.40 ,$46.98 ,$46.98 ,$46.98 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$46.40 ,$52.20 ,$52.20 ,$52.20 ,$49.30 ,$49.30 ,$49.30 ,$52.20 ,$52.20 ,$42.13 ,$52.20 ,$52.20 ,$52.20 ,$52.20 ,$52.20 ,$42.13 ,$52.20 
OP-40900509,OUTPATIENT,HCHG CORE SARSCOV2 COVID-19 & INF A&B AMP PRB,87636,,306,$702.00 ,$561.60 ,$568.62 ,$568.62 ,$568.62 ,$561.60 ,$561.60 ,$561.60 ,$561.60 ,$561.60 ,$561.60 ,$561.60 ,$561.60 ,$631.80 ,$631.80 ,$631.80 ,$596.70 ,$596.70 ,$596.70 ,$631.80 ,$631.80 ,$142.63 ,$631.80 ,$631.80 ,$631.80 ,$631.80 ,$631.80 ,$142.63 ,$631.80 
OP-40900510,OUTPATIENT,HCHG CORE SARSCOV2 COVID-19 & INF A&B&RSV AMP PRB,87637,,306,$263.00 ,$210.40 ,$213.03 ,$213.03 ,$213.03 ,$210.40 ,$210.40 ,$210.40 ,$210.40 ,$210.40 ,$210.40 ,$210.40 ,$210.40 ,$236.70 ,$236.70 ,$236.70 ,$223.55 ,$223.55 ,$223.55 ,$236.70 ,$236.70 ,$142.63 ,$236.70 ,$236.70 ,$236.70 ,$236.70 ,$236.70 ,$142.63 ,$236.70 
OP-40900511,OUTPATIENT,HCHG CORE DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 12-25,87507,,306,$653.00 ,$522.40 ,$528.93 ,$528.93 ,$528.93 ,$522.40 ,$522.40 ,$522.40 ,$522.40 ,$522.40 ,$522.40 ,$522.40 ,$522.40 ,$587.70 ,$587.70 ,$587.70 ,$555.05 ,$555.05 ,$555.05 ,$587.70 ,$587.70 ,$370.47 ,$587.70 ,$587.70 ,$587.70 ,$587.70 ,$587.70 ,$370.47 ,$587.70 
OP-40900516,OUTPATIENT,HCHG CORE COV-19 AMP PRB HI THRUPUT W/IN 2 DAY COL,U0005,,306,$25.00 ,$20.00 ,$20.25 ,$20.25 ,$20.25 ,$20.00 ,$20.00 ,$20.00 ,$20.00 ,$20.00 ,$20.00 ,$20.00 ,$20.00 ,$22.50 ,$22.50 ,$22.50 ,$21.25 ,$21.25 ,$21.25 ,$22.50 ,$22.50 ,,$22.50 ,$22.50 ,$22.50 ,$22.50 ,$22.50 ,$20.00 ,$22.50 
OP-40900519,OUTPATIENT,HCHG CORE IN SITU HYBRIDIZATION MANUAL EA ADD,88369,,310,$103.00 ,$82.40 ,$83.43 ,$83.43 ,$83.43 ,$82.40 ,$82.40 ,$82.40 ,$82.40 ,$82.40 ,$82.40 ,$82.40 ,$82.40 ,$92.70 ,$92.70 ,$92.70 ,$87.55 ,$87.55 ,$87.55 ,$92.70 ,$92.70 ,$44.79 ,$92.70 ,$92.70 ,$92.70 ,$92.70 ,$92.70 ,$44.79 ,$92.70 
OP-40900520,OUTPATIENT,HCHG CORE CUL TYP ID BLD PTHGN MULTIPLEX 6+ TRGT,87154,,306,$185.00 ,$148.00 ,$149.85 ,$149.85 ,$149.85 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$148.00 ,$166.50 ,$166.50 ,$166.50 ,$157.25 ,$157.25 ,$157.25 ,$166.50 ,$166.50 ,,$166.50 ,$166.50 ,$166.50 ,$166.50 ,$166.50 ,$148.00 ,$166.50 
OP-40900521,OUTPATIENT,HCHG CORE GLIADIN ANTIBODY EACH IMMUNOGLOBULIN CLASS,86258,,302,$46.00 ,$36.80 ,$37.26 ,$37.26 ,$37.26 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$41.40 ,$41.40 ,$41.40 ,$39.10 ,$39.10 ,$39.10 ,$41.40 ,$41.40 ,,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$36.80 ,$41.40 
OP-40900522,OUTPATIENT,HCHG CORE TISS TRNSGLUTMINSE EA IMMUNOGLOBULIN CLASS,86364,,302,$46.00 ,$36.80 ,$37.26 ,$37.26 ,$37.26 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$36.80 ,$41.40 ,$41.40 ,$41.40 ,$39.10 ,$39.10 ,$39.10 ,$41.40 ,$41.40 ,,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$41.40 ,$36.80 ,$41.40 
OP-40900523,OUTPATIENT,HCHG CORE SARS-COV-2 COVID19 ANTIGEN W/OPTICAL OBS,87811,,306,$111.00 ,$88.80 ,$89.91 ,$89.91 ,$89.91 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$88.80 ,$99.90 ,$99.90 ,$99.90 ,$94.35 ,$94.35 ,$94.35 ,$99.90 ,$99.90 ,$41.38 ,$99.90 ,$99.90 ,$99.90 ,$99.90 ,$99.90 ,$41.38 ,$99.90 
OP-40900524,OUTPATIENT,HCHG CORE ENDOMYSIAL ANTIBODY EA IMMUNOGLOBULIN CLAS,86231,,302,$82.00 ,$65.60 ,$66.42 ,$66.42 ,$66.42 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$65.60 ,$73.80 ,$73.80 ,$73.80 ,$69.70 ,$69.70 ,$69.70 ,$73.80 ,$73.80 ,,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$73.80 ,$65.60 ,$73.80 
OP-40900525,OUTPATIENT,HCHG CORE IMMUNOGLOBULIN LIGHT CHAINS FREE EACH,83521,,301,$84.00 ,$67.20 ,$68.04 ,$68.04 ,$68.04 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$67.20 ,$75.60 ,$75.60 ,$75.60 ,$71.40 ,$71.40 ,$71.40 ,$75.60 ,$75.60 ,,$75.60 ,$75.60 ,$75.60 ,$75.60 ,$75.60 ,$67.20 ,$75.60 
OP-40900526,OUTPATIENT,HCHG CORE IADNA NOS QUANTIFICATION EACH ORGANISM,87799,,306,$256.00 ,$204.80 ,$207.36 ,$207.36 ,$207.36 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$204.80 ,$230.40 ,$230.40 ,$230.40 ,$217.60 ,$217.60 ,$217.60 ,$230.40 ,$230.40 ,$42.84 ,$230.40 ,$230.40 ,$230.40 ,$230.40 ,$230.40 ,$42.84 ,$230.40 
OP-40900527,OUTPATIENT,HCHG CORE IADNA CYTOMEGALOVIRUS QUANTIFICATION,87497,,306,$267.00 ,$213.60 ,$216.27 ,$216.27 ,$216.27 ,$213.60 ,$213.60 ,$213.60 ,$213.60 ,$213.60 ,$213.60 ,$213.60 ,$213.60 ,$240.30 ,$240.30 ,$240.30 ,$226.95 ,$226.95 ,$226.95 ,$240.30 ,$240.30 ,$42.84 ,$240.30 ,$240.30 ,$240.30 ,$240.30 ,$240.30 ,$42.84 ,$240.30 
OP-40900528,OUTPATIENT,HCHG CORE HEPB SCREEN NON-PREGNANT HIGH RISK INDIV,G0499,,306,$132.00 ,$105.60 ,$106.92 ,$106.92 ,$106.92 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$105.60 ,$118.80 ,$118.80 ,$118.80 ,$112.20 ,$112.20 ,$112.20 ,$118.80 ,$118.80 ,,$118.80 ,$118.80 ,$118.80 ,$118.80 ,$118.80 ,$105.60 ,$118.80 
