Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP-32000074,OUTPATIENT,HCHG CA TTE W/DOPPLER COMPLETE,93306,,483,"$3,094.00 ","$2,475.20 ","$2,537.08 ","$2,351.44 ","$2,320.50 ",$573.04 ,"$2,537.08 ","$2,320.50 ","$2,289.56 ","$2,289.56 ",$573.04 ,"$2,629.90 ","$2,629.90 ","$2,629.90 ","$2,629.90 ",$573.04 ,$301.62 ,"$2,537.08 ","$2,351.44 ","$2,320.50 ","$2,537.08 ","$2,320.50 ","$2,289.56 ",$354.84 ,$573.04 ,"$2,784.60 ",$573.04 ,"$2,784.60 ",$573.04 ,"$1,949.22 ","$2,537.08 ","$2,691.78 ","$2,629.90 ",$573.04 ,"$2,629.90 ","$2,629.90 ",$301.62 ,"$2,784.60 "
OP-32000077,OUTPATIENT,HCHG CA TTE W OR W/O FOL W/CONTR DOPPLER,C8929,,483,"$4,165.00 ","$3,332.00 ","$3,415.30 ","$3,165.40 ","$3,123.75 ",$848.47 ,"$3,415.30 ","$3,123.75 ","$3,082.10 ","$3,082.10 ",$848.47 ,"$3,540.25 ","$3,540.25 ","$3,540.25 ","$3,540.25 ",$848.47 ,,"$3,415.30 ","$3,165.40 ","$3,123.75 ","$3,415.30 ","$3,123.75 ","$3,082.10 ",,$848.47 ,"$3,748.50 ",$848.47 ,"$3,748.50 ",$848.47 ,"$2,623.95 ","$3,415.30 ","$3,623.55 ","$3,540.25 ",$848.47 ,"$3,540.25 ","$3,540.25 ",$848.47 ,"$3,748.50 "
OP-33000001,OUTPATIENT,HCHG VENT MANAGEMENT INITIAL TRAUMA,94002,,410,"$5,005.00 ","$4,004.00 ","$4,104.10 ","$3,803.80 ","$3,753.75 ",$577.75 ,"$4,104.10 ","$3,753.75 ","$3,703.70 ","$3,703.70 ",$577.75 ,"$4,254.25 ","$4,254.25 ","$4,254.25 ","$4,254.25 ",$577.75 ,$76.16 ,"$4,104.10 ","$3,803.80 ","$3,753.75 ","$4,104.10 ","$3,753.75 ","$3,703.70 ",$89.60 ,$577.75 ,"$4,504.50 ",$577.75 ,"$4,504.50 ",$577.75 ,"$3,153.15 ","$4,104.10 ","$4,354.35 ","$4,254.25 ",$577.75 ,"$4,254.25 ","$4,254.25 ",$76.16 ,"$4,504.50 "
OP-33000002,OUTPATIENT,HCHG VENT MANAGEMENT INITIAL ADULT,94002,,410,"$5,005.00 ","$4,004.00 ","$4,104.10 ","$3,803.80 ","$3,753.75 ",$577.75 ,"$4,104.10 ","$3,753.75 ","$3,703.70 ","$3,703.70 ",$577.75 ,"$4,254.25 ","$4,254.25 ","$4,254.25 ","$4,254.25 ",$577.75 ,$76.16 ,"$4,104.10 ","$3,803.80 ","$3,753.75 ","$4,104.10 ","$3,753.75 ","$3,703.70 ",$89.60 ,$577.75 ,"$4,504.50 ",$577.75 ,"$4,504.50 ",$577.75 ,"$3,153.15 ","$4,104.10 ","$4,354.35 ","$4,254.25 ",$577.75 ,"$4,254.25 ","$4,254.25 ",$76.16 ,"$4,504.50 "
OP-33000003,OUTPATIENT,HCHG VENT MANAGEMENT INITIAL NEO/PEDS,94002,,410,"$5,005.00 ","$4,004.00 ","$4,104.10 ","$3,803.80 ","$3,753.75 ",$577.75 ,"$4,104.10 ","$3,753.75 ","$3,703.70 ","$3,703.70 ",$577.75 ,"$4,254.25 ","$4,254.25 ","$4,254.25 ","$4,254.25 ",$577.75 ,$76.16 ,"$4,104.10 ","$3,803.80 ","$3,753.75 ","$4,104.10 ","$3,753.75 ","$3,703.70 ",$89.60 ,$577.75 ,"$4,504.50 ",$577.75 ,"$4,504.50 ",$577.75 ,"$3,153.15 ","$4,104.10 ","$4,354.35 ","$4,254.25 ",$577.75 ,"$4,254.25 ","$4,254.25 ",$76.16 ,"$4,504.50 "
OP-33000005,OUTPATIENT,HCHG VENT MANAGEMENT SUBSEQUENT NEO/PEDS,94003,,410,"$3,596.00 ","$2,876.80 ","$2,948.72 ","$2,732.96 ","$2,697.00 ",$577.75 ,"$2,948.72 ","$2,697.00 ","$2,661.04 ","$2,661.04 ",$577.75 ,"$3,056.60 ","$3,056.60 ","$3,056.60 ","$3,056.60 ",$577.75 ,$60.01 ,"$2,948.72 ","$2,732.96 ","$2,697.00 ","$2,948.72 ","$2,697.00 ","$2,661.04 ",$70.60 ,$577.75 ,"$3,236.40 ",$577.75 ,"$3,236.40 ",$577.75 ,"$2,265.48 ","$2,948.72 ","$3,128.52 ","$3,056.60 ",$577.75 ,"$3,056.60 ","$3,056.60 ",$60.01 ,"$3,236.40 "
OP-33000006,OUTPATIENT,HCHG VENT MANAGEMENT SUBSEQUENT TRAUMA,94003,,410,"$3,596.00 ","$2,876.80 ","$2,948.72 ","$2,732.96 ","$2,697.00 ",$577.75 ,"$2,948.72 ","$2,697.00 ","$2,661.04 ","$2,661.04 ",$577.75 ,"$3,056.60 ","$3,056.60 ","$3,056.60 ","$3,056.60 ",$577.75 ,$60.01 ,"$2,948.72 ","$2,732.96 ","$2,697.00 ","$2,948.72 ","$2,697.00 ","$2,661.04 ",$70.60 ,$577.75 ,"$3,236.40 ",$577.75 ,"$3,236.40 ",$577.75 ,"$2,265.48 ","$2,948.72 ","$3,128.52 ","$3,056.60 ",$577.75 ,"$3,056.60 ","$3,056.60 ",$60.01 ,"$3,236.40 "
OP-33000007,OUTPATIENT,HCHG VENT MANAGEMENT SUBSEQUENT ADULT,94003,,410,"$3,596.00 ","$2,876.80 ","$2,948.72 ","$2,732.96 ","$2,697.00 ",$577.75 ,"$2,948.72 ","$2,697.00 ","$2,661.04 ","$2,661.04 ",$577.75 ,"$3,056.60 ","$3,056.60 ","$3,056.60 ","$3,056.60 ",$577.75 ,$60.01 ,"$2,948.72 ","$2,732.96 ","$2,697.00 ","$2,948.72 ","$2,697.00 ","$2,661.04 ",$70.60 ,$577.75 ,"$3,236.40 ",$577.75 ,"$3,236.40 ",$577.75 ,"$2,265.48 ","$2,948.72 ","$3,128.52 ","$3,056.60 ",$577.75 ,"$3,056.60 ","$3,056.60 ",$60.01 ,"$3,236.40 "
OP-33000008,OUTPATIENT,HCHG IPPB TREATMENT SUBSEQUENT,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33000009,OUTPATIENT,HCHG IPV TREATMENT SUBSEQUENT,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33000010,OUTPATIENT,HCHG AIRWAY INHALATION TREATMENT,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33000011,OUTPATIENT,HCHG CONTINUOUS BREATHING TREATMENT 1ST HOUR,94644,,410,$577.00 ,$461.60 ,$473.14 ,$438.52 ,$432.75 ,$133.73 ,$473.14 ,$432.75 ,$426.98 ,$426.98 ,$133.73 ,$490.45 ,$490.45 ,$490.45 ,$490.45 ,$133.73 ,$28.90 ,$473.14 ,$438.52 ,$432.75 ,$473.14 ,$432.75 ,$426.98 ,$34.00 ,$133.73 ,$519.30 ,$133.73 ,$519.30 ,$133.73 ,$363.51 ,$473.14 ,$501.99 ,$490.45 ,$133.73 ,$490.45 ,$490.45 ,$28.90 ,$519.30 
OP-33000012,OUTPATIENT,HCHG BIPAP/CPAP/SIPAP SUBSEQUENT DAY,94660,,410,"$2,287.00 ","$1,829.60 ","$1,875.34 ","$1,738.12 ","$1,715.25 ",$222.92 ,"$1,875.34 ","$1,715.25 ","$1,692.38 ","$1,692.38 ",$222.92 ,"$1,943.95 ","$1,943.95 ","$1,943.95 ","$1,943.95 ",$222.92 ,$99.49 ,"$1,875.34 ","$1,738.12 ","$1,715.25 ","$1,875.34 ","$1,715.25 ","$1,692.38 ",$117.05 ,$222.92 ,"$2,058.30 ",$222.92 ,"$2,058.30 ",$222.92 ,"$1,440.81 ","$1,875.34 ","$1,989.69 ","$1,943.95 ",$222.92 ,"$1,943.95 ","$1,943.95 ",$99.49 ,"$2,058.30 "
OP-33000013,OUTPATIENT,HCHG BIPAP/CPAP/SIPAP INITIAL DAY,94660,,410,"$2,287.00 ","$1,829.60 ","$1,875.34 ","$1,738.12 ","$1,715.25 ",$222.92 ,"$1,875.34 ","$1,715.25 ","$1,692.38 ","$1,692.38 ",$222.92 ,"$1,943.95 ","$1,943.95 ","$1,943.95 ","$1,943.95 ",$222.92 ,$99.49 ,"$1,875.34 ","$1,738.12 ","$1,715.25 ","$1,875.34 ","$1,715.25 ","$1,692.38 ",$117.05 ,$222.92 ,"$2,058.30 ",$222.92 ,"$2,058.30 ",$222.92 ,"$1,440.81 ","$1,875.34 ","$1,989.69 ","$1,943.95 ",$222.92 ,"$1,943.95 ","$1,943.95 ",$99.49 ,"$2,058.30 "
OP-33000016,OUTPATIENT,HCHG CHEST PHYSIOTHERAPY INITIAL,94667,,410,$350.00 ,$280.00 ,$287.00 ,$266.00 ,$262.50 ,$133.73 ,$287.00 ,$262.50 ,$259.00 ,$259.00 ,$133.73 ,$297.50 ,$297.50 ,$297.50 ,$297.50 ,$133.73 ,$48.53 ,$287.00 ,$266.00 ,$262.50 ,$287.00 ,$262.50 ,$259.00 ,$57.09 ,$133.73 ,$315.00 ,$133.73 ,$315.00 ,$133.73 ,$220.50 ,$287.00 ,$304.50 ,$297.50 ,$133.73 ,$297.50 ,$297.50 ,$48.53 ,$315.00 
OP-33000017,OUTPATIENT,HCHG CHEST PHYSIOTHERAPY SUBSEQUENT,94668,,410,$293.00 ,$234.40 ,$240.26 ,$222.68 ,$219.75 ,$133.73 ,$240.26 ,$219.75 ,$216.82 ,$216.82 ,$133.73 ,$249.05 ,$249.05 ,$249.05 ,$249.05 ,$133.73 ,$28.53 ,$240.26 ,$222.68 ,$219.75 ,$240.26 ,$219.75 ,$216.82 ,$33.56 ,$133.73 ,$263.70 ,$133.73 ,$263.70 ,$133.73 ,$184.59 ,$240.26 ,$254.91 ,$249.05 ,$133.73 ,$249.05 ,$249.05 ,$28.53 ,$263.70 
OP-33000023,OUTPATIENT,HCHG AEROSOL TREATMENT DEMO/EVAL,94664,,412,$464.00 ,$371.20 ,$380.48 ,$352.64 ,$348.00 ,$222.92 ,$380.48 ,$348.00 ,$343.36 ,$343.36 ,$222.92 ,$394.40 ,$394.40 ,$394.40 ,$394.40 ,$222.92 ,$20.97 ,$380.48 ,$352.64 ,$348.00 ,$380.48 ,$348.00 ,$343.36 ,$24.67 ,$222.92 ,$417.60 ,$222.92 ,$417.60 ,$222.92 ,$292.32 ,$380.48 ,$403.68 ,$394.40 ,$222.92 ,$394.40 ,$394.40 ,$20.97 ,$417.60 
OP-33000025,OUTPATIENT,HCHG IPPB TREATMENT DEMO/EVAL,94664,,412,$464.00 ,$371.20 ,$380.48 ,$352.64 ,$348.00 ,$222.92 ,$380.48 ,$348.00 ,$343.36 ,$343.36 ,$222.92 ,$394.40 ,$394.40 ,$394.40 ,$394.40 ,$222.92 ,$20.97 ,$380.48 ,$352.64 ,$348.00 ,$380.48 ,$348.00 ,$343.36 ,$24.67 ,$222.92 ,$417.60 ,$222.92 ,$417.60 ,$222.92 ,$292.32 ,$380.48 ,$403.68 ,$394.40 ,$222.92 ,$394.40 ,$394.40 ,$20.97 ,$417.60 
OP-33000026,OUTPATIENT,HCHG MDI/NEB DEMO/EVAL,94664,,412,$464.00 ,$371.20 ,$380.48 ,$352.64 ,$348.00 ,$222.92 ,$380.48 ,$348.00 ,$343.36 ,$343.36 ,$222.92 ,$394.40 ,$394.40 ,$394.40 ,$394.40 ,$222.92 ,$20.97 ,$380.48 ,$352.64 ,$348.00 ,$380.48 ,$348.00 ,$343.36 ,$24.67 ,$222.92 ,$417.60 ,$222.92 ,$417.60 ,$222.92 ,$292.32 ,$380.48 ,$403.68 ,$394.40 ,$222.92 ,$394.40 ,$394.40 ,$20.97 ,$417.60 
OP-33000027,OUTPATIENT,HCHG AEROSOL TREATMENT SUBSEQUENT,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33000028,OUTPATIENT,HCHG CONTINUOUS BREATHING TREATMENT EACH ADDITIONAL HOUR,94645,,410,$312.00 ,$249.60 ,$255.84 ,$237.12 ,$234.00 ,,$255.84 ,$234.00 ,$230.88 ,$230.88 ,,$265.20 ,$265.20 ,$265.20 ,$265.20 ,,$21.08 ,$255.84 ,$237.12 ,$234.00 ,$255.84 ,$234.00 ,$230.88 ,$24.80 ,,$280.80 ,,$280.80 ,,$196.56 ,$255.84 ,$271.44 ,$265.20 ,,$265.20 ,$265.20 ,$21.08 ,$280.80 
OP-33000029,OUTPATIENT,HCHG SUCTION NASOTRACHEAL,31720,,410,$354.00 ,$283.20 ,$290.28 ,$269.04 ,$265.50 ,,$290.28 ,$265.50 ,$261.96 ,$261.96 ,,$300.90 ,$300.90 ,$300.90 ,$300.90 ,,,$290.28 ,$269.04 ,$265.50 ,$290.28 ,$265.50 ,$261.96 ,,,$318.60 ,,$318.60 ,,$223.02 ,$290.28 ,$307.98 ,$300.90 ,,$300.90 ,$300.90 ,$223.02 ,$318.60 
OP-33000030,OUTPATIENT,HCHG MDI/NEBULIZER TREATMENT SUBSEQUENT,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33000037,OUTPATIENT,HCHG CAR SEAT/BED TEST 60 MIN,94780,,460,$624.00 ,$499.20 ,$511.68 ,$474.24 ,$468.00 ,$40.14 ,$511.68 ,$468.00 ,$461.76 ,$461.76 ,$40.14 ,$530.40 ,$530.40 ,$530.40 ,$530.40 ,$40.14 ,,$511.68 ,$474.24 ,$468.00 ,$511.68 ,$468.00 ,$461.76 ,,$40.14 ,$561.60 ,$40.14 ,$561.60 ,$40.14 ,$393.12 ,$511.68 ,$542.88 ,$530.40 ,$40.14 ,$530.40 ,$530.40 ,$40.14 ,$561.60 
OP-33000038,OUTPATIENT,HCHG CAR SEAT/BED TEST +30 MIN,94781,,460,$275.00 ,$220.00 ,$225.50 ,$209.00 ,$206.25 ,,$225.50 ,$206.25 ,$203.50 ,$203.50 ,,$233.75 ,$233.75 ,$233.75 ,$233.75 ,,,$225.50 ,$209.00 ,$206.25 ,$225.50 ,$206.25 ,$203.50 ,,,$247.50 ,,$247.50 ,,$173.25 ,$225.50 ,$239.25 ,$233.75 ,,$233.75 ,$233.75 ,$173.25 ,$247.50 
OP-33000046,OUTPATIENT,HCHG PEP THERAPY,94664,,412,$488.00 ,$390.40 ,$400.16 ,$370.88 ,$366.00 ,$222.92 ,$400.16 ,$366.00 ,$361.12 ,$361.12 ,$222.92 ,$414.80 ,$414.80 ,$414.80 ,$414.80 ,$222.92 ,$20.97 ,$400.16 ,$370.88 ,$366.00 ,$400.16 ,$366.00 ,$361.12 ,$24.67 ,$222.92 ,$439.20 ,$222.92 ,$439.20 ,$222.92 ,$307.44 ,$400.16 ,$424.56 ,$414.80 ,$222.92 ,$414.80 ,$414.80 ,$20.97 ,$439.20 
OP-33050000,OUTPATIENT,HCHG SPIROMETRY,94010,,460,$558.00 ,$446.40 ,$457.56 ,$424.08 ,$418.50 ,$165.58 ,$457.56 ,$418.50 ,$412.92 ,$412.92 ,$165.58 ,$474.30 ,$474.30 ,$474.30 ,$474.30 ,$165.58 ,$35.99 ,$457.56 ,$424.08 ,$418.50 ,$457.56 ,$418.50 ,$412.92 ,$42.34 ,$165.58 ,$502.20 ,$165.58 ,$502.20 ,$165.58 ,$351.54 ,$457.56 ,$485.46 ,$474.30 ,$165.58 ,$474.30 ,$474.30 ,$35.99 ,$502.20 
OP-33050001,OUTPATIENT,HCHG SPIROMETRY PRE AND POST BRONCHODILATOR,94060,,460,"$1,238.00 ",$990.40 ,"$1,015.16 ",$940.88 ,$928.50 ,$313.87 ,"$1,015.16 ",$928.50 ,$916.12 ,$916.12 ,$313.87 ,"$1,052.30 ","$1,052.30 ","$1,052.30 ","$1,052.30 ",$313.87 ,$65.88 ,"$1,015.16 ",$940.88 ,$928.50 ,"$1,015.16 ",$928.50 ,$916.12 ,$77.51 ,$313.87 ,"$1,114.20 ",$313.87 ,"$1,114.20 ",$313.87 ,$779.94 ,"$1,015.16 ","$1,077.06 ","$1,052.30 ",$313.87 ,"$1,052.30 ","$1,052.30 ",$65.88 ,"$1,114.20 "
OP-33050004,OUTPATIENT,HCHG MAXIMAL VOLUNTARY VENTILATION,94200,,460,$261.00 ,$208.80 ,$214.02 ,$198.36 ,$195.75 ,$66.02 ,$214.02 ,$195.75 ,$193.14 ,$193.14 ,$66.02 ,$221.85 ,$221.85 ,$221.85 ,$221.85 ,$66.02 ,$23.99 ,$214.02 ,$198.36 ,$195.75 ,$214.02 ,$195.75 ,$193.14 ,$28.23 ,$66.02 ,$234.90 ,$66.02 ,$234.90 ,$66.02 ,$164.43 ,$214.02 ,$227.07 ,$221.85 ,$66.02 ,$221.85 ,$221.85 ,$23.99 ,$234.90 
OP-33050009,OUTPATIENT,HCHG RESPIRATORY FLOW VOLUME LOOP,94375,,460,$627.00 ,$501.60 ,$514.14 ,$476.52 ,$470.25 ,$313.87 ,$514.14 ,$470.25 ,$463.98 ,$463.98 ,$313.87 ,$532.95 ,$532.95 ,$532.95 ,$532.95 ,$313.87 ,$33.97 ,$514.14 ,$476.52 ,$470.25 ,$514.14 ,$470.25 ,$463.98 ,$39.97 ,$313.87 ,$564.30 ,$313.87 ,$564.30 ,$313.87 ,$395.01 ,$514.14 ,$545.49 ,$532.95 ,$313.87 ,$532.95 ,$532.95 ,$33.97 ,$564.30 
OP-33050033,OUTPATIENT,HCHG ARTERIAL PUNCTURE,36600,,410,$302.00 ,$241.60 ,$247.64 ,$229.52 ,$226.50 ,,$247.64 ,$226.50 ,$223.48 ,$223.48 ,,$256.70 ,$256.70 ,$256.70 ,$256.70 ,,,$247.64 ,$229.52 ,$226.50 ,$247.64 ,$226.50 ,$223.48 ,,,$271.80 ,,$271.80 ,,$190.26 ,$247.64 ,$262.74 ,$256.70 ,,$256.70 ,$256.70 ,$190.26 ,$271.80 
OP-33050036,OUTPATIENT,HCHG AEROSOL TX INITIAL,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33050037,OUTPATIENT,HCHG IPPB TX INITIAL,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33050038,OUTPATIENT,HCHG IPV INITIAL,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-33050039,OUTPATIENT,HCHG MDI/NEB INITIAL,94640,,412,$585.00 ,$468.00 ,$479.70 ,$444.60 ,$438.75 ,$222.92 ,$479.70 ,$438.75 ,$432.90 ,$432.90 ,$222.92 ,$497.25 ,$497.25 ,$497.25 ,$497.25 ,$222.92 ,$28.53 ,$479.70 ,$444.60 ,$438.75 ,$479.70 ,$438.75 ,$432.90 ,$33.56 ,$222.92 ,$526.50 ,$222.92 ,$526.50 ,$222.92 ,$368.55 ,$479.70 ,$508.95 ,$497.25 ,$222.92 ,$497.25 ,$497.25 ,$28.53 ,$526.50 
OP-35000008,OUTPATIENT,HCHG EEG AWAKE AND DROWSY RECORDS 20-40 MIN,95816,,740,"$1,655.00 ","$1,324.00 ","$1,357.10 ","$1,257.80 ","$1,241.25 ",$313.87 ,"$1,357.10 ","$1,241.25 ","$1,224.70 ","$1,224.70 ",$313.87 ,"$1,406.75 ","$1,406.75 ","$1,406.75 ","$1,406.75 ",$313.87 ,$95.84 ,"$1,357.10 ","$1,257.80 ","$1,241.25 ","$1,357.10 ","$1,241.25 ","$1,224.70 ",$112.75 ,$313.87 ,"$1,489.50 ",$313.87 ,"$1,489.50 ",$313.87 ,"$1,042.65 ","$1,357.10 ","$1,439.85 ","$1,406.75 ",$313.87 ,"$1,406.75 ","$1,406.75 ",$95.84 ,"$1,489.50 "
OP-35000009,OUTPATIENT,HCHG EEG AWAKE AND ASLEEP RECORDS 20-40 MIN,95819,,740,"$1,931.00 ","$1,544.80 ","$1,583.42 ","$1,467.56 ","$1,448.25 ",$313.87 ,"$1,583.42 ","$1,448.25 ","$1,428.94 ","$1,428.94 ",$313.87 ,"$1,641.35 ","$1,641.35 ","$1,641.35 ","$1,641.35 ",$313.87 ,$74.51 ,"$1,583.42 ","$1,467.56 ","$1,448.25 ","$1,583.42 ","$1,448.25 ","$1,428.94 ",$87.66 ,$313.87 ,"$1,737.90 ",$313.87 ,"$1,737.90 ",$313.87 ,"$1,216.53 ","$1,583.42 ","$1,679.97 ","$1,641.35 ",$313.87 ,"$1,641.35 ","$1,641.35 ",$74.51 ,"$1,737.90 "
OP-35000011,OUTPATIENT,HCHG EEG CEREBRAL DEATH EVALUATION,95824,,740,"$1,907.00 ","$1,525.60 ","$1,563.74 ","$1,449.32 ","$1,430.25 ",$578.90 ,"$1,563.74 ","$1,430.25 ","$1,411.18 ","$1,411.18 ",$578.90 ,"$1,620.95 ","$1,620.95 ","$1,620.95 ","$1,620.95 ",$578.90 ,$24.88 ,"$1,563.74 ","$1,449.32 ","$1,430.25 ","$1,563.74 ","$1,430.25 ","$1,411.18 ",$29.28 ,$578.90 ,"$1,716.30 ",$578.90 ,"$1,716.30 ",$578.90 ,"$1,201.41 ","$1,563.74 ","$1,659.09 ","$1,620.95 ",$578.90 ,"$1,620.95 ","$1,620.95 ",$24.88 ,"$1,716.30 "
OP-40900005,OUTPATIENT,HCHG CORE CULT HSV,87255,,306,$594.00 ,$475.20 ,$487.08 ,$451.44 ,$445.50 ,,$487.08 ,$445.50 ,$439.56 ,$439.56 ,,$504.90 ,$504.90 ,$504.90 ,$504.90 ,,$40.94 ,$487.08 ,$451.44 ,$445.50 ,$487.08 ,$445.50 ,$439.56 ,$48.16 ,,$534.60 ,,$534.60 ,,$374.22 ,$487.08 ,$516.78 ,$504.90 ,,$504.90 ,$504.90 ,$40.94 ,$534.60 
OP-40900007,OUTPATIENT,HCHG CORE URIC ACID UR RAN,84560,,301,$95.00 ,$76.00 ,$77.90 ,$72.20 ,$71.25 ,,$77.90 ,$71.25 ,$70.30 ,$70.30 ,,$80.75 ,$80.75 ,$80.75 ,$80.75 ,,$8.64 ,$77.90 ,$72.20 ,$71.25 ,$77.90 ,$71.25 ,$70.30 ,$10.16 ,,$85.50 ,,$85.50 ,,$59.85 ,$77.90 ,$82.65 ,$80.75 ,,$80.75 ,$80.75 ,$8.64 ,$85.50 
OP-40900009,OUTPATIENT,HCHG CORE HISTONE AB,83516,,301,$55.00 ,$44.00 ,$45.10 ,$41.80 ,$41.25 ,,$45.10 ,$41.25 ,$40.70 ,$40.70 ,,$46.75 ,$46.75 ,$46.75 ,$46.75 ,,$19.60 ,$45.10 ,$41.80 ,$41.25 ,$45.10 ,$41.25 ,$40.70 ,$23.06 ,,$49.50 ,,$49.50 ,,$34.65 ,$45.10 ,$47.85 ,$46.75 ,,$46.75 ,$46.75 ,$19.60 ,$49.50 
